"","ID","title","description","streetaddress","city","state","amenityfeatures","type","unclear_address","Year","full.address","latitude","longitude"
"2153","CA5138","Outside Inn","(Dominguez)","21312 S. Alameda ","Long Beach","CA","","Hotel","Google Verified Location",1966,"21312 S. Alameda , Long Beach, CA",NA,NA
"2154","CA5139","Outside Inn","","21312 Alameda","Long Beach","CA","","Bars/Clubs","Google Verified Location",1965,"21312 Alameda, Long Beach, CA",NA,NA
"2155","CA5268","Patch ","","610 W. Pacific Coast Hwy","Long Beach","CA","(D),(YC),(*)","Bars/Clubs","Google Verified Location",1969,"610 W. Pacific Coast Hwy, Long Beach, CA",33.7898598,-118.1901567
"2156","CA5409","Plush Poodle","","2493 Anaheim","Long Beach","CA","(*)","Bars/Clubs","Google Verified Location",1968,"2493 Anaheim, Long Beach, CA",33.7826763673469,-118.162416183673
"2157","CA5410","Plush Poodle","","2493 Anaheim","Long Beach","CA","","Bars/Clubs","Google Verified Location",1970,"2493 Anaheim, Long Beach, CA",33.7826763673469,-118.162416183673
"2158","CA5412","Plush Poodle ","","2493 Anaheim","Long Beach","CA","","Bars/Clubs","Google Verified Location",1969,"2493 Anaheim, Long Beach, CA",33.7826763673469,-118.162416183673
"2159","CA6131","Shanty","","4680 Long Beach Blvd.","Long Beach","CA","(G)","Bars/Clubs","Google Verified Location",1969,"4680 Long Beach Blvd., Long Beach, CA",33.8428560628841,-118.192299256325
"2160","CA6206","Skamppies","(Formerly Oceana)","5101 E Ocean","Long Beach","CA","(*),(R)","Restaurant","Google Verified Location",1969,"5101 E Ocean, Long Beach, CA",NA,NA
"2161","CA6812","Trojan Club","","1255 Pacific Ave","Long Beach","CA","","Bars/Clubs","Google Verified Location",1970,"1255 Pacific Ave, Long Beach, CA",33.7822646315789,-118.193812526316
"2162","CA6813","Trojan Club ","","1255 Pacific Ave.","Long Beach","CA","","Bars/Clubs","Google Verified Location",1969,"1255 Pacific Ave., Long Beach, CA",33.7822646315789,-118.193812526316
"2163","CA7129","Wel-Com Inn","","Pac Coast Hwy nr El Segundo","Long Beach","CA","(G)","Bars/Clubs","Verified Location",1969,"Pac Coast Hwy nr El Segundo, Long Beach, CA",NA,NA
"2164","CA7130","Wel-Com Inn","","Pacific Coast Hwy near El Segundo","Long Beach","CA","(G)","Bars/Clubs","Verified Location",1968,"Pacific Coast Hwy near El Segundo, Long Beach, CA",NA,NA
"2165","CA7184","Wharehouse","","Pac Coast Hwy nr El Segundo","Long Beach","CA","(D),(YC),(*)","Bars/Clubs","Verified Location",1969,"Pac Coast Hwy nr El Segundo, Long Beach, CA",NA,NA
"2166","CA315","Annex West","","7304 Melrose Ave","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1968,"7304 Melrose Ave, Los Angeles, CA",34.0834545833333,-118.348876583333
"2167","CA316","Annex West","","7304 Melrose Ave","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1966,"7304 Melrose Ave, Los Angeles, CA",34.0834545833333,-118.348876583333
"2168","CA317","Annex West","","7304 Melrose Ave","Los Angeles","CA","(YC),(*)","Bars/Clubs","Google Verified Location",1970,"7304 Melrose Ave, Los Angeles, CA",34.0834545833333,-118.348876583333
"2169","CA318","Annex West","","7304 Melrose Ave","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1965,"7304 Melrose Ave, Los Angeles, CA",34.0834545833333,-118.348876583333
"2170","CA336","Apollo Health Baths","","7016 Santa Monica Blvd.","Los Angeles","CA","","Baths","Google Verified Location",1968,"7016 Santa Monica Blvd., Los Angeles, CA",34.0906196734694,-118.341896163265
"2171","CA337","Apollo Health Baths","","7016 Santa Monica Blvd.","Los Angeles","CA","(P)","Baths","Google Verified Location",1970,"7016 Santa Monica Blvd., Los Angeles, CA",34.0906196734694,-118.341896163265
"2172","CA358","Arena","","5574 Melrose","Los Angeles","CA","(*),(SM)","Bars/Clubs","Google Verified Location",1970,"5574 Melrose, Los Angeles, CA",34.083418,-118.321935684211
"2173","CA365","Ark","","4519 Santa Monica Blvd.","Los Angeles","CA","(G)","Bars/Clubs","Google Verified Location",1965,"4519 Santa Monica Blvd., Los Angeles, CA",34.0909533913043,-118.287161304348
"2174","CA366","Ark","","4519 Santa Monica Blvd.","Los Angeles","CA","(G)","Bars/Clubs","Google Verified Location",1970,"4519 Santa Monica Blvd., Los Angeles, CA",34.0909533913043,-118.287161304348
"2175","CA367","Ark","","4519 Santa Monica Blvd","Los Angeles","CA","(G)","Bars/Clubs","Google Verified Location",1966,"4519 Santa Monica Blvd, Los Angeles, CA",34.0909533913043,-118.287161304348
"2176","CA368","Ark","","4519 Santa Monica Blvd","Los Angeles","CA","(G)","Bars/Clubs","Google Verified Location",1968,"4519 Santa Monica Blvd, Los Angeles, CA",34.0909533913043,-118.287161304348
"2177","CA370","Ark ","","4519 Santa Monica ","Los Angeles","CA","(G)","Bars/Clubs","Google Verified Location",1969,"4519 Santa Monica , Los Angeles, CA",34.0194704,-118.491227
"2178","CA412","Atlas Club Baths","","8344 Beleverly Blvd.","Los Angeles","CA","(P),(*)","Baths","Google Verified Location",1970,"8344 Beleverly Blvd., Los Angeles, CA",NA,NA
"2179","CA431","Atwater Steam Baths","","3219 Glendale Blvd.","Los Angeles","CA","(P)","Baths","Google Verified Location",1969,"3219 Glendale Blvd., Los Angeles, CA",34.1183895,-118.260849
"2180","CA432","Atwater Steam Baths","","3219 Glendale Blvd.","Los Angeles","CA","","Baths","Google Verified Location",1968,"3219 Glendale Blvd., Los Angeles, CA",34.1183895,-118.260849
"2181","CA458","B.J.'s","Also (C) after hours
","2692 S. La Cienega","Los Angeles","CA","(C)","Bars/Clubs","Google Verified Location",1970,"2692 S. La Cienega, Los Angeles, CA",NA,NA
"2182","CA462","B.J.'s ","","2692 S La Cienega ","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1969,"2692 S La Cienega , Los Angeles, CA",NA,NA
"2183","CA517","Balcony","","6417 Hollywood Blvd.","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1970,"6417 Hollywood Blvd., Los Angeles, CA",34.1016836938776,-118.329879897959
"2184","CA573","Basilica","","1809 W. 88th St.","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1970,"1809 W. 88th St., Los Angeles, CA",33.9582311632653,-118.309304122449
"2185","CA716","Better Mouse Trap","","Melrose & Cahuenga","Los Angeles","CA","","Bars/Clubs","Verified Location",1970,"Melrose & Cahuenga, Los Angeles, CA",34.0835606,-118.328637
"2186","CA767","BJ's","","La Cienega","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1968,"La Cienega, Los Angeles, CA",NA,NA
"2187","CA780","Black Continent","","4360 W. Adams","Los Angeles","CA","(B),(*)","Bars/Clubs","Google Verified Location",1970,"4360 W. Adams, Los Angeles, CA",34.0294356,-118.3524833
"2188","CA794","Black Pipe","","2240 S La. Cienega","Los Angeles","CA","(*)","Bars/Clubs","Google Verified Location",1970,"2240 S La. Cienega, Los Angeles, CA",NA,NA
"2189","CA937","Boy's","","1100 S. Alvardo ","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1966,"1100 S. Alvardo , Los Angeles, CA",NA,NA
"2190","CA938","Boy's","","1100 S Alvarado","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1968,"1100 S Alvarado, Los Angeles, CA",NA,NA
"2191","CA939","Boy's ","","1100 S Alvarado ","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1969,"1100 S Alvarado , Los Angeles, CA",NA,NA
"2192","CA1102","C.C. Club","Washington Blvd","","Los Angeles","CA","","Bars/Clubs","Location could not be verified. General city or location coordinates used.",1969,", Los Angeles, CA",34.0536909,-118.242766
"2193","CA1223","Captain's Lounge","","10783 W Pico","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1968,"10783 W Pico, Los Angeles, CA",NA,NA
"2194","CA1224","Captains Lounge ","","10783 W Pico Blvd","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1969,"10783 W Pico Blvd, Los Angeles, CA",34.0408535263158,-118.427135789474
"2195","CA1255","Carnival Room","","7746 Santa Monica Blvd","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1966,"7746 Santa Monica Blvd, Los Angeles, CA",34.0907188,-118.3578116
"2196","CA1256","Carnival Room","","7746 Santa Monica Blvd.","Los Angeles","CA","(*)","Bars/Clubs","Google Verified Location",1968,"7746 Santa Monica Blvd., Los Angeles, CA",34.0907188,-118.3578116
"2197","CA1257","Carnvial Room","","7746 Santa Monica Blvd","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1965,"7746 Santa Monica Blvd, Los Angeles, CA",34.0907188,-118.3578116
"2198","CA1273","Carriage Trade","","8077 Beverly Blvd.","Los Angeles","CA","(R)","Restaurant","Google Verified Location",1970,"8077 Beverly Blvd., Los Angeles, CA",34.0761693333333,-118.365434333333
"2199","CA1274","Carriage Trade","","8077 Beverly Blvd.","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1965,"8077 Beverly Blvd., Los Angeles, CA",34.0761693333333,-118.365434333333
"2200","CA1275","Carriage Trade","","8077 Beverly Blvd","Los Angeles","CA","(*),(R)","Restaurant","Google Verified Location",1969,"8077 Beverly Blvd, Los Angeles, CA",34.0761693333333,-118.365434333333
"2201","CA1276","Carriage Trade","","8077 Beverly Blvd.","Los Angeles","CA","(R),(*)","Restaurant","Google Verified Location",1968,"8077 Beverly Blvd., Los Angeles, CA",34.0761693333333,-118.365434333333
"2202","CA1344","CC Club","","Washington Blvd","Los Angeles","CA","","Bars/Clubs","Location could not be verified. General city or location coordinates used.",1968,"Washington Blvd, Los Angeles, CA",34.0207206,-118.2438424
"2203","CA1347","Cellar","","3772 Los Feliz","Los Angeles","CA","(*)","Bars/Clubs","Google Verified Location",1965,"3772 Los Feliz, Los Angeles, CA",34.1076561,-118.2875062
"2204","CA1348","Cellar","","3772 Los Feliz","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1966,"3772 Los Feliz, Los Angeles, CA",34.1076561,-118.2875062
"2205","CA1350","Cellar","","3772 Los Feliz ","Los Angeles","CA","(*)","Bars/Clubs","Google Verified Location",1969,"3772 Los Feliz , Los Angeles, CA",34.1076561,-118.2875062
"2206","CA1353","Cellar","","3772 Los Feliz","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1968,"3772 Los Feliz, Los Angeles, CA",34.1076561,-118.2875062
"2207","CA1354","Cellar","","3172 Los Feliz","Los Angeles","CA","(*)","Bars/Clubs","Google Verified Location",1970,"3172 Los Feliz, Los Angeles, CA",34.1076561,-118.2875062
"2208","CA1463","Circle","","324 W 5th St","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1965,"324 W 5th St, Los Angeles, CA",34.048457628866,-118.251446752577
"2209","CA1466","Circle","","324 W. 5th St","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1966,"324 W. 5th St, Los Angeles, CA",34.048457628866,-118.251446752577
"2210","CA1467","Circle","","324 W 5th St","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1968,"324 W 5th St, Los Angeles, CA",34.048457628866,-118.251446752577
"2211","CA1468","Circle","Downtown
","324 W. 5th St.","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1970,"324 W. 5th St., Los Angeles, CA",34.048457628866,-118.251446752577
"2212","CA1472","Circle ","","324 W 5th St.","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1969,"324 W 5th St., Los Angeles, CA",34.048457628866,-118.251446752577
"2213","CA1656","Coconut Grove","","5444 Crenshaw","Los Angeles","CA","(D)","Bars/Clubs","Google Verified Location",1970,"5444 Crenshaw, Los Angeles, CA",34.0175084,-118.3396649
"2214","CA1692","Copper Lantern","","1532 Sunset Blvd.","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1970,"1532 Sunset Blvd., Los Angeles, CA",34.0761344,-118.2561146
"2215","CA1693","Copper Lantern","","1532 Sunset Blvd.","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1968,"1532 Sunset Blvd., Los Angeles, CA",34.0761344,-118.2561146
"2216","CA1694","Copper Lantern","","1538 Sunset Blvd","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1965,"1538 Sunset Blvd, Los Angeles, CA",34.07628,-118.2566879
"2217","CA1695","Copper Lantern","","1538 Sunset Blvd","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1966,"1538 Sunset Blvd, Los Angeles, CA",34.07628,-118.2566879
"2218","CA1697","Copper Lantern ","","1532 Sunset Blvd.","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1969,"1532 Sunset Blvd., Los Angeles, CA",34.0761344,-118.2561146
"2219","CA1708","Coral Room","","8875 W Pico","Los Angeles","CA","(G)","Bars/Clubs","Google Verified Location",1965,"8875 W Pico, Los Angeles, CA",34.0551395,-118.385217
"2220","CA1709","Coral Room","","8875 W Sunset","Los Angeles","CA","(G)","Bars/Clubs","Google Verified Location",1968,"8875 W Sunset, Los Angeles, CA",NA,NA
"2221","CA1710","Coral Room","","8875 W Pico","Los Angeles","CA","(G)","Bars/Clubs","Google Verified Location",1969,"8875 W Pico, Los Angeles, CA",34.0551395,-118.385217
"2222","CA1711","Coral Room","W. L.A.
","8875 W. Pico","Los Angeles","CA","(G)","Bars/Clubs","Google Verified Location",1970,"8875 W. Pico, Los Angeles, CA",34.0551395,-118.385217
"2223","CA1717","Cork Room","","3808 Slauson","Los Angeles","CA","(G)","Bars/Clubs","Google Verified Location",1968,"3808 Slauson, Los Angeles, CA",33.9888889333333,-118.3402056
"2224","CA1718","Cork Room","","3808 W. Slauson","Los Angeles","CA","(G)","Bars/Clubs","Google Verified Location",1970,"3808 W. Slauson, Los Angeles, CA",NA,NA
"2225","CA1721","Cork Room","","3808 Slavson","Los Angeles","CA","(G)","Bars/Clubs","Google Verified Location",1969,"3808 Slavson, Los Angeles, CA",NA,NA
"2226","CA1735","Corner Pocket","","8800 W Sunset","Los Angeles","CA","(M)","Bars/Clubs","Google Verified Location",1968,"8800 W Sunset, Los Angeles, CA",NA,NA
"2227","CA1737","Corner Pocket","","8800 Sunset Blvd.","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1965,"8800 Sunset Blvd., Los Angeles, CA",34.0721154,-118.2507946
"2228","CA1738","Corner Pocket","","8800 W. Sunset Blvd.","Los Angeles","CA","(YC),(M),(*)","Bars/Clubs","Google Verified Location",1970,"8800 W. Sunset Blvd., Los Angeles, CA",34.0903514,-118.3832969
"2229","CA1817","Crown Jewel","","754 S. Olive St","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1965,"754 S. Olive St, Los Angeles, CA",34.0456702162162,-118.256266108108
"2230","CA1818","Crown Jewel","(downtown)","754 S Olive St","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1969,"754 S Olive St, Los Angeles, CA",34.0456702162162,-118.256266108108
"2231","CA1819","Crown Jewel","Downtown
","754 S. Olive St.","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1970,"754 S. Olive St., Los Angeles, CA",34.0456702162162,-118.256266108108
"2232","CA1821","Crown Jewel","Downtown
","754 S Olive St","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1968,"754 S Olive St, Los Angeles, CA",34.0456702162162,-118.256266108108
"2233","CA1822","Crown Jewel","(downtown)
","754 S. Olive St ","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1966,"754 S. Olive St , Los Angeles, CA",34.0456702162162,-118.256266108108
"2234","CA1863","Curly's","","1087 Manzanita","Los Angeles","CA","(G)","Bars/Clubs","Google Verified Location",1966,"1087 Manzanita, Los Angeles, CA",34.0929435,-118.2814474
"2235","CA1864","Curly's","","1087 Manzanita","Los Angeles","CA","(G)","Bars/Clubs","Google Verified Location",1965,"1087 Manzanita, Los Angeles, CA",34.0929435,-118.2814474
"2236","CA1909","Danny's ","","5151 Melrose Ave","Los Angeles","CA","(M)","Bars/Clubs","Google Verified Location",1965,"5151 Melrose Ave, Los Angeles, CA",34.083588,-118.312692
"2237","CA1960","David","","7013 Melrose Ave.","Los Angeles","CA","(YC),(*)","Bars/Clubs","Google Verified Location",1970,"7013 Melrose Ave., Los Angeles, CA",34.0835661,-118.343264
"2238","CA1967","Davy Jones","","6550 Santa Monica Blvd.","Los Angeles","CA","(*),(S)","Bars/Clubs","Google Verified Location",1965,"6550 Santa Monica Blvd., Los Angeles, CA",34.090643,-118.332201
"2239","CA1968","Davy Jones Locker","","6550 Santa Monica Blvd","Los Angeles","CA","(S)","Bars/Clubs","Google Verified Location",1966,"6550 Santa Monica Blvd, Los Angeles, CA",34.090643,-118.332201
"2240","CA1969","Davy Jones Locker","","6550 Santa Monica Blvd.","Los Angeles","CA","(S)","Bars/Clubs","Google Verified Location",1968,"6550 Santa Monica Blvd., Los Angeles, CA",34.090643,-118.332201
"2241","CA1975","De Paul's ","","1729 N. Ivar","Los Angeles","CA","(R),(PE)","Restaurant","Google Verified Location",1970,"1729 N. Ivar, Los Angeles, CA",NA,NA
"2242","CA1976","De Paul's ","","1729 N Ivar Ave","Los Angeles","CA","(R)","Restaurant","Google Verified Location",1966,"1729 N Ivar Ave, Los Angeles, CA",NA,NA
"2243","CA1978","De Paul's ","","1729 N Ivar","Los Angeles","CA","(PE),(R)","Restaurant","Google Verified Location",1968,"1729 N Ivar, Los Angeles, CA",NA,NA
"2244","CA2006","Den","","1629 Silver Lake Blvd","Los Angeles","CA","(*)","Bars/Clubs","Google Verified Location",1966,"1629 Silver Lake Blvd, Los Angeles, CA",34.0885501136364,-118.2691375
"2245","CA2251","Ebbtide","","304 N. Vermont","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1970,"304 N. Vermont, Los Angeles, CA",NA,NA
"2246","CA2252","Ebbtide ","","304 N Vermont","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1969,"304 N Vermont, Los Angeles, CA",NA,NA
"2247","CA2346","Entre Nous","","747 N La Cienega","Los Angeles","CA","(R),(PE)","Restaurant","Google Verified Location",1965,"747 N La Cienega, Los Angeles, CA",NA,NA
"2248","CA2347","Entre Nous","","747 N La Cienega","Los Angeles","CA","(R),(PE)","Restaurant","Google Verified Location",1968,"747 N La Cienega, Los Angeles, CA",NA,NA
"2249","CA2348","Entre Nous","","747 N. La Cienega","Los Angeles","CA","(R),(PE)","Restaurant","Google Verified Location",1970,"747 N. La Cienega, Los Angeles, CA",NA,NA
"2250","CA2378","Explorer","","612 Hoover","Los Angeles","CA","(*)","Bars/Clubs","Google Verified Location",1968,"612 Hoover, Los Angeles, CA",34.0820192,-118.2843396
"2251","CA2379","Explorer","","612 N Hoover St.","Los Angeles","CA","(*)","Bars/Clubs","Google Verified Location",1965,"612 N Hoover St., Los Angeles, CA",34.0820082608696,-118.284351043478
"2252","CA2380","Explorer","","612 N Hoover","Los Angeles","CA","(*)","Bars/Clubs","Google Verified Location",1969,"612 N Hoover, Los Angeles, CA",NA,NA
"2253","CA2382","Explorer","","612 N. Hoover St","Los Angeles","CA","(*)","Bars/Clubs","Google Verified Location",1966,"612 N. Hoover St, Los Angeles, CA",34.0820082608696,-118.284351043478
"2254","CA2383","Explorer","","612 N Hoover","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1970,"612 N Hoover, Los Angeles, CA",NA,NA
"2255","CA2401","Falcon's Lair","","742 N Highland","Los Angeles","CA","(*)","Bars/Clubs","Google Verified Location",1968,"742 N Highland, Los Angeles, CA",NA,NA
"2256","CA2402","Falcon's Lair","","742 N. Highland","Los Angeles","CA","(SM),(*)","Bars/Clubs","Google Verified Location",1970,"742 N. Highland, Los Angeles, CA",NA,NA
"2257","CA2408","Fallen Angel","","2709 W 6th St","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1968,"2709 W 6th St, Los Angeles, CA",34.0625847346939,-118.281454612245
"2258","CA2410","Fallen Angel","","2709 W 6th St.","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1969,"2709 W 6th St., Los Angeles, CA",34.0625847346939,-118.281454612245
"2259","CA2412","Fallen Angel","","2709 W. 6th St.","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1966,"2709 W. 6th St., Los Angeles, CA",34.0625847346939,-118.281454612245
"2260","CA2413","Fallen Angel","","2709 W. 6th St.","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1970,"2709 W. 6th St., Los Angeles, CA",34.0625847346939,-118.281454612245
"2261","CA2555","Four Ace's","","1300 S. Figueroa","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1970,"1300 S. Figueroa, Los Angeles, CA",NA,NA
"2262","CA2556","Four Ace's ","","1300 S Figueroa","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1969,"1300 S Figueroa, Los Angeles, CA",NA,NA
"2263","CA2557","Four Aces","","1300 S Figueroa","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1968,"1300 S Figueroa, Los Angeles, CA",NA,NA
"2264","CA2559","Four Poster","","2939 Sunset Blvd.","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1970,"2939 Sunset Blvd., Los Angeles, CA",34.0836919,-118.2737845
"2265","CA2560","Four Poster","","2939 Sunset Blvd","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1968,"2939 Sunset Blvd, Los Angeles, CA",34.0836919,-118.2737845
"2266","CA2561","Four Poster","","2939 Sunset Blvd","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1966,"2939 Sunset Blvd, Los Angeles, CA",34.0836919,-118.2737845
"2267","CA2564","Four Poster","","2939 Sunset Blvd","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1965,"2939 Sunset Blvd, Los Angeles, CA",34.0836919,-118.2737845
"2268","CA2566","Four Poster","","2939 Sunset Blvd.","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1969,"2939 Sunset Blvd., Los Angeles, CA",34.0836919,-118.2737845
"2269","CA2579","Four Star","","8857 Santa Monica Blvd.","Los Angeles","CA","(*)","Bars/Clubs","Google Verified Location",1965,"8857 Santa Monica Blvd., Los Angeles, CA",34.0854465,-118.3837871
"2270","CA2580","Four Star","","8857 Santa Monica Blvd.","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1970,"8857 Santa Monica Blvd., Los Angeles, CA",34.0854465,-118.3837871
"2271","CA2581","Four Star","","8857 Santa Monica Blvd.","Los Angeles","CA","(*)","Bars/Clubs","Google Verified Location",1968,"8857 Santa Monica Blvd., Los Angeles, CA",34.0854465,-118.3837871
"2272","CA2671","Frolic Room","","6245 Hollywood Blvd.","Los Angeles","CA","(M)","Bars/Clubs","Google Verified Location",1968,"6245 Hollywood Blvd., Los Angeles, CA",34.101708375,-118.32592196875
"2273","CA2672","Frolic Room","","6245 Hollywood Blvd.","Los Angeles","CA","(M)","Bars/Clubs","Google Verified Location",1970,"6245 Hollywood Blvd., Los Angeles, CA",34.101708375,-118.32592196875
"2274","CA2673","Frolic Room","","6245 Hollywood Blvd","Los Angeles","CA","(M)","Bars/Clubs","Google Verified Location",1966,"6245 Hollywood Blvd, Los Angeles, CA",34.101708375,-118.32592196875
"2275","CA2674","Frolic Room","","6250 Hollywood Blvd.","Los Angeles","CA","(M)","Bars/Clubs","Google Verified Location",1965,"6250 Hollywood Blvd., Los Angeles, CA",34.1015429591837,-118.326176877551
"2276","CA2721","Gallery Room","Santa Monica at Crescent Hgts","","Los Angeles","CA","(M),(R)","Restaurant","Verified Location",1969,", Los Angeles, CA",34.0536909,-118.242766
"2277","CA2781","Gaslight","","1761 N Cahuenga","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1965,"1761 N Cahuenga, Los Angeles, CA",NA,NA
"2278","CA2783","Gaslight","","1761 N. Caheuenga","Los Angeles","CA","(*)","Bars/Clubs","Google Verified Location",1966,"1761 N. Caheuenga, Los Angeles, CA",NA,NA
"2279","CA2784","Gaslight","","1761 N. Cahuenga","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1970,"1761 N. Cahuenga, Los Angeles, CA",NA,NA
"2280","CA2785","Gaslight","","1761 N Cahuenga","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1968,"1761 N Cahuenga, Los Angeles, CA",NA,NA
"2281","CA2794","Gauntlet","","1210 N. Highland Ave","Los Angeles","CA","(S),(M),(*)","Bars/Clubs","Google Verified Location",1966,"1210 N. Highland Ave, Los Angeles, CA",33.886003,-118.410089
"2282","CA2795","Gauntlet","","1210 N Highland Ave","Los Angeles","CA","(SM),(*)","Bars/Clubs","Google Verified Location",1968,"1210 N Highland Ave, Los Angeles, CA",33.886003,-118.410089
"2283","CA2796","Gauntlet","","1210 N Highland Ave","Los Angeles","CA","(SM)","Bars/Clubs","Google Verified Location",1965,"1210 N Highland Ave, Los Angeles, CA",33.886003,-118.410089
"2284","CA2812","Gear Box","","6550 Santa Monica Blvd.","Los Angeles","CA","(R),(SM)","Restaurant","Google Verified Location",1970,"6550 Santa Monica Blvd., Los Angeles, CA",34.090643,-118.332201
"2285","CA2814","Gemini Baths","","5291 Fountain","Los Angeles","CA","(P)","Baths","Google Verified Location",1970,"5291 Fountain, Los Angeles, CA",34.0951283333333,-118.305164777778
"2286","CA2817","Gemini Baths","","5291 Fountain Blvd.","Los Angeles","CA","","Baths","Google Verified Location",1968,"5291 Fountain Blvd., Los Angeles, CA",NA,NA
"2287","CA2824","Gent's Turkish Baths","E. L.A.","4550 Broadway Ave","Los Angeles","CA","","Baths","Google Verified Location",1970,"4550 Broadway Ave, Los Angeles, CA",33.9788346,-118.0635252
"2288","CA2836","Gibbs House Baths","","5625 Melrose Ave","Los Angeles","CA","","Baths","Google Verified Location",1966,"5625 Melrose Ave, Los Angeles, CA",34.0835797142857,-118.323275928571
"2289","CA2856","Gino's","","1375 S Westwood","Los Angeles","CA","(M)","Bars/Clubs","Google Verified Location",1965,"1375 S Westwood, Los Angeles, CA",34.0668947,-118.439944
"2290","CA2858","Gino's","","8452 W Melrose Ave","Los Angeles","CA","(C),(*)","Bars/Clubs","Google Verified Location",1968,"8452 W Melrose Ave, Los Angeles, CA",NA,NA
"2291","CA2861","Gino's ","","8452 W Melrose Ave","Los Angeles","CA","(YC),(C),(*)","Bars/Clubs","Google Verified Location",1969,"8452 W Melrose Ave, Los Angeles, CA",NA,NA
"2292","CA2878","Glen's","","374 S La Cienega","Los Angeles","CA","(R)","Restaurant","Google Verified Location",1965,"374 S La Cienega, Los Angeles, CA",NA,NA
"2293","CA2908","Glenn's","","374 S. La Cienega ","Los Angeles","CA","(R)","Restaurant","Google Verified Location",1966,"374 S. La Cienega , Los Angeles, CA",NA,NA
"2294","CA2909","Glenn's","","374 S lLa Cienega","Los Angeles","CA","(R)","Restaurant","Google Verified Location",1968,"374 S lLa Cienega, Los Angeles, CA",NA,NA
"2295","CA2930","Gold Rail","","500 S Hill St","Los Angeles","CA","(*),(RT)","Bars/Clubs","Google Verified Location",1965,"500 S Hill St, Los Angeles, CA",34.048628,-118.251789
"2296","CA2961","Golden Horeshoe","","4852 W Adams","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1965,"4852 W Adams, Los Angeles, CA",34.0294356,-118.3524833
"2297","CA2962","Golden Horsehoe","","4852 W. Adams","Los Angeles","CA","(B)","Bars/Clubs","Google Verified Location",1970,"4852 W. Adams, Los Angeles, CA",34.0294356,-118.3524833
"2298","CA2966","Golden Horseshoe","","4852 W Adams ","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1969,"4852 W Adams , Los Angeles, CA",34.0294356,-118.3524833
"2299","CA2972","Golden Horseshoe","","4852 W. Adams ","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1966,"4852 W. Adams , Los Angeles, CA",34.0294356,-118.3524833
"2300","CA2973","Golden Horseshoe","","4852 W Adams","Los Angeles","CA","","Bars/Clubs","Google Verified Location",1968,"4852 W Adams, Los Angeles, CA",34.0294356,-118.3524833
