"","ID","title","description","streetaddress","city","state","amenityfeatures","type","unclear_address","Year","cruisy"
"4297","4032","""Party Talk""","11pm Sun, nightclub reviews","Manhattan Cable Ch. 35","New York City","NY",NA,"Info Lines & Services","checked",1995,"FALSE"
"4298","4033","QBNY","242-9366 ""the lesbian & gay info line""",NA,"New York City","NY",NA,"Info Lines & Services","checked",1995,"FALSE"
"4299","4034","Paths Untrodde","661-5997 mail order gay history books & more","Box 3245, Grand Central Stn., 10163","New York City","NY",NA,"Info Lines & Services","checked",1995,"FALSE"
"4300","4035","Colorlife","222-9794","210 Riverside","New York City","NY",NA,"Publications",NA,1995,"FALSE"
"4301","4036","Gayellow Pages","674-0120 annual guide","Box 533 Village Stn., 10014","New York City","NY",NA,"Publications","checked",1995,"FALSE"
"4302","4037","Homo Xtra","627-0747 weekly, complete party paper","19 W. 21st Ste. 703, 10010","New York City","NY",NA,"Publications",NA,1995,"FALSE"
"4303","4038","Michael's Thing","724-3691","240 W. End Ave. Ste. 4D, 10023","New York City","NY",NA,"Publications",NA,1995,"FALSE"
"4304","4039","Network, The","(908)754-2288, regional, covers central east coast","2 Julie Dr., Edison, NJ, 08820","New York City","NY",NA,"Publications",NA,1995,"FALSE"
"4305","4040","New York Native","627-2120, weekly","PO Box 1475,Church St. Stn., 10008","New York City","NY",NA,"Publications","checked",1995,"FALSE"
"4306","4041","Next","832-7188","227 East 56th St. 2nd flr, 10022","New York City","NY",NA,"Publications",NA,1995,"FALSE"
"4307","4042","Out","(800)876-1199 national newsmagazine",NA,"New York City","NY",NA,"Publications","checked",1995,"FALSE"
"4308","4043","Parlee Plus","(516)587-8669, monthly","PO Box 430, Babylon","New York City","NY",NA,"Publications","checked",1995,"FALSE"
"4309","4044","Stonewall News","627-2120","PO Box 816, Madison Sq. Stn., 10159","New York City","NY",NA,"Publications","checked",1995,"FALSE"
"4310","4045","AA Gay/Lesbian (Intergroup)","647-1680",NA,"New York City","NY",NA,"Info Lines & Services","checked",1995,"FALSE"
"4311","4046","Bisexual Network","459-4784 social & political groups","(at Lesbian/Gay Community Ctr.) 208 W. 13th St.","New York City","NY",NA,"Info Lines & Services","checked",1995,"FALSE"
"4312","4047","Community Real Estate Referrals","(800)346-5592 gay realtor at your service",NA,"New York City","NY",NA,"Info Lines & Services","checked",1995,"FALSE"
"4313","4048","Edge","(718)723-6620, 2pm-4pm 2nd Sun, physically challenged gays","(at Lesbian/Gay Community Ctr.)","New York City","NY",NA,"Info Lines & Services","checked",1995,"FALSE"
"4314","4049","Girth & Mirth Club of NY","(914)699-7735, 8:30pm 3rd Sat","(at Lesbian/Gay Community Ctr.)","New York City","NY",NA,"Info Lines & Services","checked",1995,"FALSE"
"4315","4050","Lesbian/Gay Community Service Center","620-7310, 9am-11pm, mtg location for various groups, newsletter","208 W. 13th St.","New York City","NY",NA,"Info Lines & Services",NA,1995,"FALSE"
"4316","4051","M.A.N.","535-3914 men's non-sexual nudism group, monthly mtgs, social outings","496A Hudson #133","New York City","NY",NA,"Info Lines & Services",NA,1995,"FALSE"
"4317","4052","Men of All Colors Together (MACT)","222-9794, 8pm Fri; also phone# for Jacks of Color safe sex party, 1st Sat, 10pm-3am","(at Lesbian/Gay Community Ctr.)","New York City","NY",NA,"Info Lines & Services","checked",1995,"FALSE"
"4318","4053","Senior Action in a Gay Environment (SAGE)","741-2247","offices at Lesbian/Gay Community Ctr.)","New York City","NY",NA,"Info Lines & Services","checked",1995,"FALSE"
"4319","4054","Village Playwrights","(718)596-9905, 6pm Tues","(at Lesbian/Gay Community Ctr.)","New York City","NY",NA,"Info Lines & Services","checked",1995,"FALSE"
"4320","4055","A Village B&B","387-9117 studios","131 E. 15th St., #2N","New York City","NY","(MW)","Accommodations",NA,1995,"FALSE"
"4321","4056","Chelsea Mews Guest House","255-9174","344 W. 15th St.","New York City","NY",NA,"Accommodations",NA,1995,"FALSE"
"4322","4057","Chelsea Pines Inn","929-1023","317 W. 14th St.","New York City","NY","(*),(MW),(IGTA)","Accommodations",NA,1995,"FALSE"
"4323","4058","Colonial House Inn","243-9669/ (800)689-3779 20 rooms, sundeck","318 W. 22nd St.","New York City","NY","(*)","Accommodations",NA,1995,"FALSE"
"4324","4059","Holiday Inn","966-8898","138 Lafayette St.","New York City","NY","(GF),(IGTA)","Accommodations",NA,1995,"FALSE"
"4325","4060","Incentra Village Guest House","206-0007","32 8th Ave.","New York City","NY","(*),(MW)","Accommodations",NA,1995,"FALSE"
"4326","4061","Bank, The","505-5033 call for events","225 E. Houston St.","New York City","NY","(MW),D","Bars",NA,1995,"FALSE"
"4327","4062","Bar, The","674-9714 2pm-4am","68 2nd Ave.","New York City","NY","(NH),(WC)","Bars",NA,1995,"FALSE"
"4328","4063","Boots & Saddle","929-9684 8am-4am, noon-4pm Sun","76 Christopher St.","New York City","NY","(NH),(L)","Bars",NA,1995,"FALSE"
"4329","4064","Boy Bar","674-7959 10pm-4am Th","15 St. Marks Place","New York City","NY","(S),(WC)","Bars",NA,1995,"FALSE"
"4330","4065","Break, The","627-0072 2pm-4am, patio, cruise bar","232 8th Ave.","New York City","NY","(*),(V)","Bars",NA,1995,"TRUE"
"4331","4066","Cactus Club","call for location 631-1079",NA,"New York City","NY","(MW),D,(CW)","Bars","checked",1995,"FALSE"
"4332","4067","Cafe Con Leche","243-7900 10pm Sun","5th Ave. (13th)","New York City","NY","(*),D,(A),(MRC-L)","Bars","checked",1995,"FALSE"
"4333","4068","Characters","929-9558 11:30am-4am","515 6th Ave.","New York City","NY","(GF),(NH)","Bars",NA,1995,"FALSE"
"4334","4069","Columbia Dance","853-6426 10pm-4am, call for days","Earl Hall, Broadway & 116th St.","New York City","NY","(YC)","Bars","checked",1995,"FALSE"
"4335","4070","Crow Bar","420-0670 7pm-4am","339 E. 10th St.","New York City","NY","(MW),(S)","Bars",NA,1995,"FALSE"
"4336","4071","Dick's Bar","475-2071 2pm-4am","192 2nd Ave.","New York City","NY","(E),(S)","Bars",NA,1995,"FALSE"
"4337","4072","DT's Fat Cat","243-9041 3pm-4am, piano bar wknds","281 W. 12th St.","New York City","NY","(W),(NH)","Bars",NA,1995,"FALSE"
"4338","4073","Dugout, The","242-9113 4pm-2am, from noon Fri-Sun, sports bar, Sun brunch","185 Christopher St.","New York City","NY","(NH)","Bars",NA,1995,"FALSE"
"4339","4074","Duplex","255-5438 4pm-4am, piano bar from 9pm, cabaret nightly","61 Christopher St.","New York City","NY","(*),(GF),(E)","Bars",NA,1995,"FALSE"
"4340","4075","Eagle, The","691-8451 10pm-4am, cruisy","142 11th Ave. (at 21st)","New York City","NY","(*),(L),(V),(WC)","Bars,Cruising Areas",NA,1995,"TRUE"
"4341","4076","Eighty Eights","924-0088 4pm-4am, piano bar & cabaret, Sun brunch","228 W. 10th St.","New York City","NY","(GF),(E)","Bars",NA,1995,"FALSE"
"4342","4077","Five Oaks","243-8885 5pm-4am, piano bar","49 Grove St.","New York City","NY","(GF),(F),(E)","Bars",NA,1995,"FALSE"
"4343","4078","Hanger Bar","627-2044 3pm-4am","115 Christopher St.","New York City","NY","(NH)","Bars",NA,1995,"FALSE"
"4344","4079","Julius'","929-9672 8am-4am, diner food","159 W. 10th St.","New York City","NY","(NH),(F)","Bars",NA,1995,"FALSE"
"4345","4080","Keller's","243-1907 1pm-4am","384 West St.","New York City","NY","(NH),(MRC-AF)","Bars",NA,1995,"FALSE"
"4346","4081","Lickety Split","call for location 281-1703 7pm-4am, every other Th",NA,"New York City","NY","(GF),D","Bars","checked",1995,"FALSE"
"4347","4082","Limelight","807-7850 Lick It Wed and Res-Erection Fri","47 W. 20th St.","New York City","NY","(*),(A),(WC)","Bars",NA,1995,"FALSE"
"4348","4083","Lure, The","741-3919 8pm-4am Wed-Fri, from 2pm wknds","409 W. 13th St.","New York City","NY","(*),(L)","Bars",NA,1995,"FALSE"
"4349","4084","Mr. S/Fetter's","leather shop","409 W. 13th St.","New York City","NY",NA,"Bookstores/Retail Shops",NA,1995,"FALSE"
"4350","4085","Marie's Crisis","243-9323 5pm-3am, piano bar from 9:30pm","59 Grove St.","New York City","NY","(*),(MW),(E)","Bars",NA,1995,"FALSE"
"4351","4086","Meat","366-5680 Sat 10pm-4am","432 W. 14th St.","New York City","NY","D,(MRC),(V),(YC),(N),(WC)","Bars",NA,1995,"FALSE"
"4352","4087","Mike's","691-6606 1pm-4am","W. 14th St. (at 19th)","New York City","NY","(NH),(E)","Bars","checked",1995,"FALSE"
"4353","4088","Monster, The","924-3557 4pm-4am, from 2pm wknds, disco & piano bar","80 Grove St.","New York City","NY","(*),D,(E),(WC)","Bars",NA,1995,"FALSE"
"4354","4089","Nylon","(718)522-5911 11pm-6am alternate Sat, original dance music & mixing","15 St. Marks Pl.","New York City","NY","D,(S)","Bars",NA,1995,"FALSE"
"4355","4090","One Potato","691-6260 4pm-2am, from noon wknds, til 4am Fri-Sat","518 Hudson St.","New York City","NY","(GF),(F)","Bars",NA,1995,"FALSE"
"4356","4091","Pieces","929-9291 2pm-4am","8 Christopher St.","New York City","NY","(NH),(V)","Bars",NA,1995,"FALSE"
"4357","4092","Pyramid","679-1808 10pm-4am Wed & wknds, call for theme nights, drag queens & kings","101 Avenue A (7th)","New York City","NY","(*),D,(E),(S)","Bars",NA,1995,"FALSE"
"4358","4093","Rawhide","242-9332 8am-4am","212 8th Ave.","New York City","NY","(*),(CW),(WC)","Bars",NA,1995,"FALSE"
"4359","4094","Reno Bar","777-8501","155 2nd Ave.","New York City","NY",NA,"Bars",NA,1995,"FALSE"
"4360","4095","Roxy","645-5156 gay Tues & Sat 11pm, rollerskating Tues-Wed 8pm-2am","515 W. 18th St.","New York City","NY","(MW),D,(A),(E),(S)","Bars",NA,1995,"FALSE"
"4361","4096","Saint At Large","674-8541 4 parties a year",NA,"New York City","NY","(*),D","Bars","checked",1995,"FALSE"
"4362","4097","Shelter","677-2582 10pm-6am Tues, Fri-Sat, call for theme nights, no alcohol","6 Hubert St. (at Hudson St.) ","New York City","NY","(GF),D,(MRC-AF)","Bars",NA,1995,"FALSE"
"4363","4098","Sneakers","242-9830 noon-4am","392 West St.","New York City","NY","(NH),(WC)","Bars",NA,1995,"FALSE"
"4364","4099","Sound Factory","206-7770/7772 10pm-4am, more gay Fri-Sun, clsd Mon-Tues","12 W. 21st St.","New York City","NY","(GF),D","Bars",NA,1995,"FALSE"
"4365","4100","Spike Bar","243-9688 dress code enforced: leather, military, western, fetish, etc.","120 11th Ave.","New York City","NY","(*),(L),(WC)","Bars",NA,1995,"FALSE"
"4366","4101","Splash","691-0073 4pm-4am","50 West 17th St.","New York City","NY","(*),(S),(V),(WC)","Bars",NA,1995,"FALSE"
"4367","4102","Tunnel Bar","777-9232 2pm-4am, cruisy","116 1st Ave.","New York City","NY","(*),(NH),(YC),(WC)","Bars,Cruising Areas",NA,1995,"TRUE"
"4368","4103","Two Potato","255-0286 noon-4am","143 Christopher St.","New York City","NY","(NH),(MRC-AF)","Bars",NA,1995,"FALSE"
"4369","4104","Ty's","741-9641 1pm-1am","114 Christopher St.","New York City","NY","(*),(L)","Bars",NA,1995,"FALSE"
"4370","4105","Uncle Charlie's","255-8787 3pm-4am, very preppie","56 Greenwich Ave.","New York City","NY","(*),(P),(V),(YC)","Bars",NA,1995,"FALSE"
"4371","4106","Warsaw","633-1717 from 10pm Fri-Sat, from 8pm Mon","17 W. 19th St.","New York City","NY","D,(YC)","Bars",NA,1995,"FALSE"
"4372","4107","103","777-4120 lunch & dinner, open late, New American menu","103 Second Ave. (6th)","New York City","NY","(*),(WC)","Restaurants & Cafes",NA,1995,"FALSE"
"4373","4108","Black Sheep","242-1010 dinner only, fine dining, country cooking, wknd brunch","344 W. 11th St.","New York City","NY","(*)","Restaurants & Cafes",NA,1995,"FALSE"
"4374","4109","Brunetta's","228-4030","190 1st Ave. (11th)","New York City","NY","(*),(MW)","Restaurants & Cafes",NA,1995,"FALSE"
"4375","4110","Cafe Risque","675-7710 market-style cuisine, exotic desserts, cabaret, full bar, some veggie","2 Bank St.","New York City","NY","(*)","Restaurants & Cafes",NA,1995,"FALSE"
"4376","4111","Chelsea Clinton Cafe","989-5289 noon-11pm, French & Italian","184th 8th Ave.","New York City","NY",NA,"Restaurants & Cafes",NA,1995,"FALSE"
"4377","4112","C.J. Blanda's","206-7880 lunch & dinner, Italian","209 7th Ave.","New York City","NY","(*),(MW)","Restaurants & Cafes",NA,1995,"FALSE"
"4378","4113","Empire Diner","243-2736, 24hrs, upscale","210 10th Ave.","New York City","NY",NA,"Restaurants & Cafes",NA,1995,"FALSE"
"4379","4114","Fedora's","242-9691, 5pm-11pm, clsd Tues","239 W. 4th St.","New York City","NY",NA,"Restaurants & Cafes",NA,1995,"FALSE"
"4380","4115","Five Oaks","243-8885 5pm-midnight, piano bar, full bar","49 Grove St.","New York City","NY","(*),(MW),(F),(E)","Restaurants & Cafes",NA,1995,"FALSE"
"4381","4116","Orbit Cafe","463-8717 dinner nightly, gospel brunch noon-5pm Sun, midscale American w/ Latin accent; full bar noon-2am, til 4am wknds","46 Bedford St. (at 7th St.)","New York City","NY","(WC)","Restaurants & Cafes",NA,1995,"FALSE"
"4382","4117","Pennyfeathers","242-9567, 8am-3am, Italian","95 7th Ave. S.","New York City","NY",NA,"Restaurants & Cafes",NA,1995,"FALSE"
"4383","4118","Sazerac House Bar & Grill","989-0313 noon-11pm, Cajun","533 Hudson","New York City","NY",NA,"Restaurants & Cafes",NA,1995,"FALSE"
"4384","4119","Sugar Reef","477-8427 5pm-midnight, Caribbean, full bar; call for location of roving club Sugar Babies","93 2nd Ave. (at 5th St.)","New York City","NY","D","Restaurants & Cafes",NA,1995,"FALSE"
"4385","4120","Supper Club, The","921-1940 6pm-1am, cabaret, piano bar, big band Sun","240 W. 47th St.","New York City","NY","(E),(S)","Restaurants & Cafes",NA,1995,"FALSE"
"4386","4121","Universal Grill","989-5621","44 Bedford St.","New York City","NY","(MW)","Restaurants & Cafes",NA,1995,"FALSE"
"4387","4122","Better Bodies","929-6789","22 W. 19th St.","New York City","NY","(MW)","Gyms & Health Clubs",NA,1995,"FALSE"
"4388","4123","Chelsea Gym","255-1150","267 W. 17th St.","New York City","NY","MO,(PC)","Gyms & Health Clubs",NA,1995,"FALSE"
"4389","4124","David Barton Gym","727-0004","552 6th Ave.","New York City","NY","(MW)","Gyms & Health Clubs",NA,1995,"FALSE"
"4390","4125","A Different Light","989-4850, 11am-10pm, lesbigay books","151 W. 19th St.","New York City","NY",NA,"Bookstores/Retail Shops",NA,1995,"FALSE"
"4391","4126","All American Boys","242-0078, men's sportswear","131 Christopher St.","New York City","NY",NA,"Bookstores/Retail Shops",NA,1995,"FALSE"
"4392","4127","Alternate Card & Gift Shop","645-8966","85 Christopher St.","New York City","NY",NA,"Bookstores/Retail Shops",NA,1995,"FALSE"
"4393","4128","Don't Panic","989-7888","98 Christopher St.","New York City","NY",NA,"Bookstores/Retail Shops",NA,1995,"FALSE"
"4394","4129","Greetings","242-0424, 11am-10pm","45 Christopher St.","New York City","NY",NA,"Bookstores/Retail Shops",NA,1995,"FALSE"
"4395","4130","Oscar Wilde Memorial Bookshop","255-8097, 11:30am-7:30pm, lesbigay","15 Christopher St.","New York City","NY",NA,"Bookstores/Retail Shops",NA,1995,"FALSE"
"4396","4131","Wendell's","675-0877, 7am-11pm; also magazine store at 22 8th Ave, location, 645-1197, 10am-10pm, 11am-8pm Sun","302 W. 12th St.","New York City","NY",NA,"Bookstores/Retail Shops",NA,1995,"FALSE"
"4397","4132","Bon Adventure Travel","759-2206","1173A 2nd Ave., #135","New York City","NY","(IGTA)","Travel/Tour Operators",NA,1995,"FALSE"
"4398","4133","Gay/Lesbian Visitors Center","463-9030","135 W. 20th St., 3rd flr.","New York City","NY","(IGTA)","Travel/Tour Operators",NA,1995,"FALSE"
"4399","4134","Sailing Affairs","228-5755","404 E. 11th St.","New York City","NY","(IGTA)","Travel/Tour Operators",NA,1995,"FALSE"
"4400","4135","J's Hangout","242-9292","675 Hudson St. (at 14th St.)","New York City","NY","(BYOB)","Men's Clubs",NA,1995,"FALSE"
"4401","4136","Wall Street Sauna","233-8900 call for hours","1 Maiden Ln. (11th flr.)","New York City","NY","(*),MO","Men's Clubs",NA,1995,"FALSE"
"4402","4137","Zone DK/Paddies","463-8599 full bar","540 W. 21st","New York City","NY","(GF),(L),(S),(V)","Men's Clubs",NA,1995,"FALSE"
"4403","4138","Ann Street Bookstore","267-9760","21 Ann St.","New York City","NY",NA,"Erotica",NA,1995,"FALSE"
"4404","4139","Christopher St. Book Shop","463-0657, 24hrs","500 Hudson St.","New York City","NY",NA,"Erotica",NA,1995,"FALSE"
"4405","4140","Eros Cinema","221-2450","732 8th Ave.","New York City","NY",NA,"Erotica",NA,1995,"FALSE"
"4406","4141","Gay Pleasures","255-5756","346 Hudson St.","New York City","NY",NA,"Erotica",NA,1995,"FALSE"
"4407","4142","Leather Man","243-5339","111 Christopher St.","New York City","NY",NA,"Erotica",NA,1995,"FALSE"
"4408","4143","Noose","807-1789, clsd Mon","261 W. 19th St.","New York City","NY",NA,"Erotica",NA,1995,"FALSE"
"4409","4144","Pleasure Chest","242-2158","156 7th Ave. S.","New York City","NY",NA,"Erotica",NA,1995,"FALSE"
"4410","4145","Unicorn Bookstore","924-2921","277-C W. 22nd St.","New York City","NY",NA,"Erotica",NA,1995,"FALSE"
"4411","4146","Central Park South B&B","586-0652",NA,"New York City","NY","(MW),(WC)","Accommodations","checked",1995,"FALSE"
"4412","4147","Park Central Hotel","247-8000","7th Ave. at 56th St.","New York City","NY","(*),(GF),(F),(WC)","Accommodations","checked",1995,"FALSE"
"4413","4148","Ballroom","244-3005 noon-1am, cabaret, clsd Mon","253 W. 28th St.","New York City","NY","(*),(GF),(F),(E)","Bars",NA,1995,"FALSE"
"4414","4149","Bump!","869-6103 10pm-4am Sun, sex club night","(at USA) 218 W. 47th St.","New York City","NY","D,(S),(WC)","Bars",NA,1995,"FALSE"
"4415","4150","Buster's","684-8832 noon-4am","129 Lexington Ave. (29th)","New York City","NY","(MW),(NH)","Bars",NA,1995,"FALSE"
"4416","4151","Cat's Bar","245-5245 noon-4pm","232 W. 48th","New York City","NY","(NH)","Bars",NA,1995,"FALSE"
"4417","4152","Cleo's Saloon","307-1503 8am-4am, from noon Sun","656 9th Ave.","New York City","NY","(MW),(NH),(V),(OC)","Bars",NA,1995,"FALSE"
"4418","4153","Club 58","308-1546 4pm-2am, til 4am Fri-Sat","40 E. 58 St.","New York City","NY","D,(MRC-AF),(S)","Bars",NA,1995,"FALSE"
"4419","4154","Coqtales","560-9961 8am-4am, from noon Sun","730 8th Ave. (at 45th St.)","New York City","NY","(GF),(NH),(S)","Bars",NA,1995,"FALSE"
"4420","4155","Don't Tell Mama","757-0788 4pm-4am, cabaret, piano bar","343 W. 46th St.","New York City","NY","(*),(GF),(E),(YC)","Bars",NA,1995,"FALSE"
"4421","4156","Edelweiss","629-1021 noon-4pm, drag bar","580 11th Ave.","New York City","NY","(GF),D","Bars",NA,1995,"FALSE"
"4422","4157","G.H. Club","223-9752 4pm-1am, til 2am Fri-Sat, piano bar","353 E. 53rd St.","New York City","NY","(E),(OC)","Bars",NA,1995,"FALSE"
"4423","4158","Nocturnal","695-8238 11pm Sat","220 12th St.","New York City","NY","(*),D,(E),(S)","Bars",NA,1995,"FALSE"
"4424","4159","Rounds","593-0807 noon-3am, wknds 4pm-4am","303 E. 53rd St.","New York City","NY","(*),(P),(F),(E)","Bars",NA,1995,"FALSE"
"4425","4160","Savoy","560-9635, 8am-4am","335 W. 41st St.","New York City","NY",NA,"Bars",NA,1995,"FALSE"
"4426","4161","Sound Factory","643-0728 10pm Sat, juice bar","530 W. 27th St.","New York City","NY","(GF),D,(E)","Bars",NA,1995,"FALSE"
"4427","4162","South Dakota","684-8376 3pm-4am, cruisy","405 3rd Ave.","New York City","NY","(NH),(CW),(WC)","Bars,Cruising Areas",NA,1995,"TRUE"
"4428","4163","Star Sapphire","688-4710 4pm-4am","400 E. 59th St.","New York City","NY","(NH),D,(MRC-A)","Bars",NA,1995,"FALSE"
"4429","4164","Trix","582-7879 noon-4pm","246 W. 48th St. (at 8th St.)","New York City","NY","(NH),(V)","Bars",NA,1995,"FALSE"
"4430","4165","Cafe Un Deux Trois","354-4148 noon-midnight, bistro","123 W. 44th St.","New York City","NY",NA,"Restaurants & Cafes",NA,1995,"FALSE"
"4431","4166","Good Diner","967-2661, 24hrs, slightly upscale diner food","11th Ave. (at 42nd St.)","New York City","NY",NA,"Restaurants & Cafes","checked",1995,"FALSE"
"4432","4167","Townhouse Restaurant","826-6241 lunch & dinner, open late wknds, full bar, eclectic & elegant","206 E. 58th (at 3rd)","New York City","NY","(MW),(E)","Restaurants & Cafes",NA,1995,"FALSE"
"4433","4168","Spa227","754-0227","227 E. 56th St.","New York City","NY",NA,"Gyms & Health Clubs",NA,1995,"FALSE"
"4434","4169","Islander's Travel","206-6900/ 633-8898","224 W. 4th St.","New York City","NY","(IGTA)","Travel/Tour Operators",NA,1995,"FALSE"
"4435","4170","Pied Piper Travel","239-2412/ (800)874-7312","330 W. 42nd St. Ste. 1601","New York City","NY","(IGTA)","Travel/Tour Operators",NA,1995,"FALSE"
"4436","4171","East Side Club","753-2222 24hrs, spa","227 E. 56th St. (6th flr.)","New York City","NY","(*),(PC)","Men's Clubs",NA,1995,"FALSE"
"4437","4172","Falcon Club, The","279-0179","42 W. 33rd St.","New York City","NY","(S)","Men's Clubs",NA,1995,"FALSE"
"4438","4173","Banana Video","382-0935 clsd Sun","55 W. 38th St.","New York City","NY",NA,"Erotica",NA,1995,"FALSE"
"4439","4174","Eros I Cinema","221-8868","732 8th Ave.","New York City","NY",NA,"Erotica",NA,1995,"FALSE"
"4440","4175","Gaiety Burlesk","221-8868","201 W. 46th St.","New York City","NY",NA,"Erotica",NA,1995,"FALSE"
"4441","4176","Community Real Estate Referrals","(800)346-5592 gay realtor at your service",NA,"New York City","NY",NA,"Info Lines & Services",NA,1995,"FALSE"
"4442","4177","Malibu Studios Hotel","222-2954/ (800)647-2227 European guesthouse, inexpensive, weekly guide to free/cheap events, VIP passes to nightclubs","2688 Broadway","New York City","NY","(GF),(YC),(IGTA)","Accommodations",NA,1995,"FALSE"
"4443","4178","New York B&B","666-0559 inexpensive","134 W. 119th St.","New York City","NY",NA,"Accommodations",NA,1995,"FALSE"
"4444","4179","Brandy's Piano Bar","650-1944 4pm-4am, piano bar","235 E. 84th St.","New York City","NY","(GF),(E),(WC)","Bars",NA,1995,"FALSE"
"4445","4180","Candle Bar","874-9155 2pm-4am","309 Amsterdam","New York City","NY","(*),(NH)","Bars",NA,1995,"FALSE"
"4446","4181","Sally's II","944-6000, ext. 212 4pm-4am","252 W. 43rd St. (at Hotel Carter)","New York City","NY","D,(S),(WC)","Bars",NA,1995,"FALSE"
"4447","4182","Works, The","799-7365 2pm-4am, cruise bar","428 Columbus","New York City","NY","(*),(V),(YC)","Bars,Cruising Areas","checked",1995,"TRUE"
"4448","4183","Come Again","308-9394","353 E. 53rd St.","New York City","NY",NA,"Erotica",NA,1995,"FALSE"
"4449","4184","Les Hommes Book Shop",NA,"217 W. 80th St. at Broadway","New York City","NY",NA,"Erotica",NA,1995,"FALSE"
"4450","4185","One Hot Spot","852-0139 5pm-2am, clsd Mon","1 Front St.","New York City","NY","(MW),D,(MRC-AF),(MRC-L),(WC)","Bars",NA,1995,"FALSE"
"4451","4186","Spectrum","238-8213 10pm-4am Wed-Sun","802 64th St.","New York City","NY","(*),(MW),D,(E),(S)","Bars",NA,1995,"FALSE"
"4452","4187","Community Book Store","783-3075, 10am-9pm, from 11pm wknds","143 7th Ave.","New York City","NY",NA,"Bookstores/Retail Shops",NA,1995,"FALSE"
"4453","4188","J. Bette Travel","241-3872","4809 Ave. 'N' Ste. 279","New York City","NY","(IGTA)","Travel/Tour Operators",NA,1995,"FALSE"
"4454","4189","Me Again Tours","852-2327/ (800)321-3711 contact Kenny","66 Court St.","New York City","NY","(IGTA)","Travel/Tour Operators",NA,1995,"FALSE"
"4455","4190","Bachelor's","(take train 7) 458-3131 noon-4am","81-12 Roosevelt","New York City","NY","(NH),(OC)","Bars",NA,1995,"FALSE"
"4456","4191","Breadstix","263-0300 6pm-4am","113-24 Queens Blvd., Forest Hills","New York City","NY","(NH),(WC)","Bars",NA,1995,"FALSE"
"4457","4192","Bum Bum","651-4145 5pm-2am Fri-Sun","63-14 Roosevelt","New York City","NY","(NH)","Bars",NA,1995,"FALSE"
"4458","4193","Club Reflexions","429-8834 8pm-4am","69-45 51st Ave. Woodside","New York City","NY","D,(S)","Bars",NA,1995,"FALSE"
"4459","4194","Friends Tavern","397-7256 4pm-4am","78-11 Roosevelt Ave., Jackson Hts.","New York City","NY","(NH),(MRC-L)","Bars",NA,1995,"FALSE"
"4460","4195","Hatfields","261-8484 9pm-4am","126-10 Queens Blvd., Kew Gardens","New York City","NY","(MW),D,(MRC-L),(S),(18+)","Bars",NA,1995,"FALSE"
"4461","4196","Love Boat","429-8670","77-02 Broadway, Elmhurst","New York City","NY","(MRC-L),(S)","Bars",NA,1995,"FALSE"
"4462","4197","Magic Touch","429-8605 3pm-4am","73-13 37th Rd., Jackson Hts.","New York City","NY","(*),(MRC),(S)","Bars",NA,1995,"FALSE"
"4463","4198","Montana","429-9356 10am-4am","4008 74th St.","New York City","NY","(CW),(WC)","Bars",NA,1995,"FALSE"
"4464","4199","Kennedy Travel/Pride Tours","347-7433/ (800)237-7433","267-10 Hillside Ave., Floral Park","New York City","NY","(IGTA)","Travel/Tour Operators",NA,1995,"FALSE"
"4465","4200","Community Real Estate Referrals","(800)346-5592 gay realtor at your service",NA,"New York City","NY",NA,"Info Lines & Services","checked",1995,"FALSE"
"4466","4201","EEGO (East End Gay Organization)","324-3699 event calendar & info","PO Box 87, Southampton 11968","New York City","NY",NA,"Info Lines & Services","checked",1995,"FALSE"
"4467","4202","Gay Men/Lesbians in Brookhaven (GLIB)","286-6867 (touchtone) men's potluck, support group, 6pm 3rd Sun","(at Old Haven Presbyterian Church)","New York City","NY",NA,"Info Lines & Services","checked",1995,"FALSE"
"4468","4203","132 North Main","324-2246 seasonal","132 N. Main","New York City","NY","(MW),(WC)","Accommodations",NA,1995,"FALSE"
"4469","4204","Cozy Cabins Motel","537-1160","Box 848, Montauk Hwy., E. Hampton","New York City","NY","(MW)","Accommodations","checked",1995,"FALSE"
"4470","4205","Econo Lodge - MacArthur Airport","588-6800","3055 Veterans Memorial Hwy., Ronkonkoma","New York City","NY","(GF)","Accommodations",NA,1995,"FALSE"
"4471","4206","Harbor Bed & Breakfast","(212)505-7869","(in Sag Harbor) write: 310 E. 12th St., Apt. 4-J, New York City, 10003","New York City","NY","(MW)","Accommodations","checked",1995,"FALSE"
"4472","4207","Shady Pines Resort","537-1037","E. Hampton","New York City","NY","(MW),(SW)","Accommodations","checked",1995,"FALSE"
"4473","4208","Bunk House","567-2865 8pm-4am, from 5pm Sun","192 N. Main St., Montauk Hwy., Sayville","New York City","NY","(*),D,(S),(WC)","Bars",NA,1995,"FALSE"
"4474","4209","Club Swamp","537-3332 7pm-4am Th-Sun, daily in summer; restaurant Annex 7pm-2am, clsd Tues, continental & seafood","Montauk Hwy. at E. Gate Rd., Wainscott","New York City","NY","(*),D,(F),(YC),(WC)","Bars","checked",1995,"FALSE"
"4475","4210","Forever Green","226-8357 8pm-4am, from 7pm Sun","841 N. Broome Ave., Lindenhurst","New York City","NY","(W),(NH),(E)","Bars",NA,1995,"FALSE"
"4476","4211","Bayman's Katch","589-9744, 4pm-2am, clsd Tues","220 Montauk Hwy., Sayville","New York City","NY",NA,"Restaurants & Cafes",NA,1995,"FALSE"
