ID2,title,description,streetaddress,city,state,amenityfeatures,type,unclear_address,unclear type or question,notes,Year,Last Modified
2352,W. Main St.,betw. 600-1600 blks. -By car or on foot,,Peoria,IL,Cruisy Area,Cruising Areas,checked,,,1986,2/27/2022 11:21pm
2353,Chelsea Books ,(Cruisy arcade) ,122 N. 5th St. ,Quincy,IL,,"Book Store,Cruising Areas",,,,1986,6/7/2022 1:31pm
2354,M.C.C.,,122 N. 5th St. ,Quincy,IL,(MCC),Religious Institution,,,,1986,6/7/2022 12:44pm
2355,Irene's Cabaret ,(Disco) ,124 N. 5th ,Quincy,IL,"(D),(S),(PT),(*)",Bars/Clubs,,,,1986,2/27/2022 11:21pm
2356,Downtown Square Park ,,,Quincy,IL,"Cruisy Area,(RT),(AYOR)",Cruising Areas,checked,,,1986,2/27/2022 11:21pm
2357,Bookmart I,,519 W. State,Rockford,IL,,Book Store,,,,1986,2/27/2022 11:21pm
2358,Bookmart II,,623 7th St. ,Rockford,IL,,Book Store,,,,1986,2/27/2022 11:21pm
2359,Mr. C's ,(Disco) (WE*) ,528 7th St. ,Rockford,IL,"(D),(WE),(*)",Bars/Clubs,,,,1986,6/7/2022 2:25pm
2360,Office ,"(Some L, OC) ",513 E. State St.,Rockford,IL,"(*),(L),(OC)",Bars/Clubs,,,,1986,2/27/2022 11:21pm
2361,Short Stop ,(Greasy spoon) ,517 E. State St.,Rockford,IL,"(M),(C),(AH)",Bars/Clubs,,,,1986,2/27/2022 11:21pm
2362,Adult Pleasure Palace ,"(Books, flicks, peep shows & cruisy arcade) ",331 20th St. ,Rock Island,IL,,"Book Store,Erotic Shop,Cruising Areas",,,,1986,6/7/2022 1:32pm
2363,Augie's ,"(Some SM, OC, RT, L) ",313 20th St. ,Rock Island,IL,"(*),(SM),(OC),(RT),(L),(PT)",Bars/Clubs,,,,1986,2/27/2022 11:21pm
2364,J.R.'s ,(Disco),325 20th St. ,Rock Island,IL,"(YC),(*),(D)",Bars/Clubs,,,,1986,2/27/2022 11:21pm
2365,Bobby's ,(Disco) ,3036 Peoria Rd. ,Springfield,IL,"(D),(PT)",Bars/Clubs,,,,1986,2/27/2022 11:21pm
2366,Donna's Adult Books,(24 hrs.) ,206 N. 5th St. ,Springfield,IL,,"Book Store,Erotic Shop",,,,1986,2/27/2022 11:21pm
2367,Expo I Books ,,300 N. 5th St.,Springfield,IL,,Book Store,,,,1986,2/27/2022 11:21pm
2368,Smokey's Den ,"(Some YC, L) (Disco) ",411 E. Washington ,Springfield,IL,"(D),(YC),(L),(*)",Bars/Clubs,,,,1986,2/27/2022 11:21pm
2369,Amtrak Station ,,,Springfield,IL,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1986,2/27/2022 11:21pm
2370,Douglass Park,,,Springfield,IL,Cruisy Area,Cruising Areas,checked,,,1986,2/27/2022 11:21pm
2371,Lake Springfield ,,,Springfield,IL,Cruisy Area,Cruising Areas,checked,,,1986,2/27/2022 11:21pm
2372,Gay & Lesbian Illini,(217) 333-1187 ,,Urbana,IL,,Organization,checked,,,1986,6/7/2022 12:36pm
2373,Horizon Book Store,,519 S. Goodwin ,Urbana,IL,,Book Store,,,,1986,2/27/2022 11:21pm
2374,Urbana Adult News ,,602 N. Cunningham ,Urbana,IL,,"Book Store,Erotic Shop",,,,1986,6/7/2022 12:57pm
2375,Illinois Beach State Park,"Trails & bird sanctuary, S. end ",,Waukegan,IL,Cruisy Area,Cruising Areas,checked,,,1986,2/27/2022 11:21pm
2376,'Rest Stop' ,"on I-94, N. nr. Zion",,Waukegan,IL,Cruisy Area,Cruising Areas,checked,,,1986,2/27/2022 11:21pm
2377,R.R. station,at Great Lakes Naval Base ('Seafood') ,,Waukegan,IL,Cruisy Area,Cruising Areas,checked,,,1986,2/27/2022 11:21pm
2378,Rainbow Inn,"(Some M, L) ",12 E. Ferguson,Wood River,IL,"(M),(L),(PT)",Bars/Clubs,,,,1986,2/27/2022 11:21pm
2379,Belk Park,,,Wood River,IL,Cruisy Area,Cruising Areas,checked,,,1986,2/27/2022 11:21pm
2380,A&J Cafe,,1324 Meridian,Anderson,IN,,Restaurant,,,,1986,2/27/2022 11:22pm
2381,Dr. Marko's Saloon,(Some L) ,2704 Pendleton Ave.,Anderson,IN,(L),Bars/Clubs,,,,1986,2/27/2022 11:23pm
2382,Outpost ,,,Anderson,IN,"(M),(R)",Restaurant,checked,,Lake Shore County Rd. at Rogers Ave.,1986,2/27/2022 11:23pm
2383,The Dunes,Lake Shore County Road,,Anderson,IN,Cruisy Area,Cruising Areas,checked,,,1986,2/27/2022 11:23pm
2384,Bullwinkle's ,"(Some YC, L) (Disco) ",201 S. College,Bloomington,IN,"(R),(YC),(L),(D),(*)","Restaurant,Bars/Clubs",,,,1986,2/27/2022 11:24pm
2385,Doc Johnson's ,(Books & things) ,,Bloomington,IN,(M),Book Store,checked,,14th & College,1986,6/7/2022 2:20pm
2386,Gay Switchboard ,(812) 336-4299,,Bloomington,IN,,Hotline,checked,,,1986,3/2/2022 5:56pm
2387,Pleasure Hours,(Books) ,501 N. College,Bloomington,IN,,"Book Store,Erotic Shop",,,,1986,6/7/2022 1:10pm
2388,Monroe Public Library,block around,,Bloomington,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2389,U. of Indiana  ,Student Union T-Room,,Bloomington,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2390,U. of Indiana  ,Chemistry Bldg. T-Rooms,,Bloomington,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2391,U. of Indiana  ,Ballentine Hall T-Room,,Bloomington,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2392,Terrace Lounge ,"Hwy. 421, just S. of 1-94, opp. A & P",,Chesterton,IN,,Bars/Clubs,checked,,,1986,3/2/2022 5:56pm
2393,Mill Race Park,,,Columbus,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2394,Triple Play Saloon,(Best late Thurs.) ,100 N. Main St. ,Crown Point,IN,(M),Bars/Clubs,,,,1986,3/2/2022 5:56pm
2395,Gay Hot Line,(219) 293-8671,,Elkhart,IN,,Hotline,checked,,,1986,3/2/2022 5:56pm
2396,Concord Mall,,,Elkhart,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2397,Elliott Park,,,Elkhart,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2398,Main Street,,,Elkhart,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2399,Oxbow Park,nr. river,,Elkhart,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2400,Evansville Book Mart ,(Cruisy) ,201 S. Fulton Ave.,Evansville ,IN,,"Book Store,Cruising Areas",,,,1986,6/7/2022 1:26pm
2401,Other Side II ,"(Some YC, L) (Disco) (WE*)",4209 E. Morgan,Evansville ,IN,"(YC),(L),(D),(WE),(*)",Bars/Clubs,,,,1986,3/2/2022 5:56pm
2402,Studio Art Theatre ,,,Evansville ,IN,,Theatre,checked,,W. Franklin St. ,1986,3/2/2022 5:56pm
2403,Swinging Door ,(Disco) (WE*) ,2130 W. Maryland St.,Evansville ,IN,"(L),(D),(WE),(*)",Bars/Clubs,,,,1986,3/2/2022 5:56pm
2404,Tri-State Alliance & Times,(Publication) (812) 425-4355,,Evansville ,IN,,Publication,checked,,,1986,6/7/2022 2:20pm
2405,Bus Station,,,Evansville ,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2406,Eastland Mall,T-Rooms,,Evansville ,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2407,Main St.,,,Evansville ,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2408,Mesker Park,,,Evansville ,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2409,Sunset Park,,,Evansville ,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2410,The Levee,,,Evansville ,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2411,Gay/Lesbian Org. & Trois ,(Publication) ,305 W. Jefferson,Ft. Wayne ,IN,,Publication,,,,1986,3/2/2022 5:56pm
2412,Helpline ,(219) 422-1766,,Ft. Wayne ,IN,,Hotline,checked,,,1986,3/2/2022 5:56pm
2413,Henry's ,,536 W. Main St.,Ft. Wayne ,IN,(R),Restaurant,,,,1986,3/2/2022 5:56pm
2414,Leo's Up the Street,(Disco) ,226 W. Main St. ,Ft. Wayne ,IN,"(*),(YC),(D)",Bars/Clubs,,,,1986,3/2/2022 5:56pm
2415,New World Church & Outreach Center,,222 E. Leith St.,Ft. Wayne ,IN,,"Religious Institution,Community Center/ Support Group",,,,1986,3/2/2022 5:56pm
2416,Old Forge ,,243 Peral St.,Ft. Wayne ,IN,"(*),(S),(D),(L)",Bars/Clubs,,,,1986,3/2/2022 5:56pm
2417,Up the Stairs Comm. Center & Open Door Chapel,,305 W. Jefferson,Ft. Wayne ,IN,,"Community Center/ Support Group,Religious Institution",,,,1986,3/2/2022 5:56pm
2418,Arcola ,'Rest Stop' - 5mi. W. on Hwy. 30,,Ft. Wayne ,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2419,Pearl St.,from Harrison to Ewing,,Ft. Wayne ,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2420,Swinney Park,(Days) ,,Ft. Wayne ,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2421,Marquette Park & Miller Beach,W. section,,Gary,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2422,Club Fayette Baths,(Scruffy) ,532 Fayette St.,Hammond ,IN,(AYOR),Bathhouses,,,,1986,3/2/2022 5:56pm
2423,Body Works,(IGHC Baths) ,303 N. Senate Ave.,Indianapolis,IN,"(*),(IGHC)",Bathhouses,,,,1986,3/2/2022 5:56pm
2424,Club 508 ,(Many L) ,508 S. Alabama,Indianapolis,IN,"(L),(D),(S)",Bars/Clubs,,,,1986,3/2/2022 5:56pm
2425,Club Indianapolis Baths & Health Club,,620 N. Capital ,Indianapolis,IN,"(CBC),(*)",Bathhouses,,,,1986,3/2/2022 5:56pm
2426,Club 21,(Game room) (Open Sun.) ,21001 N. Talbot,Indianapolis,IN,(S),Bars/Clubs,,,,1986,3/2/2022 5:56pm
2427,Dignity-Indianapolis ,,3754 N. Illinois,Indianapolis,IN,,Religious Institution,,,,1986,6/7/2022 12:33pm
2428,Gay Switchboard ,(317) 543-6200 ,"P.O. Box 88371, IN",Indianapolis,IN,,Hotline,checked,,,1986,6/7/2022 12:39pm
2429,G.I.G.D.A. ,(317) 632-2457,,Indianapolis,IN,,,checked,checked,What is this?,1986,3/2/2022 5:56pm
2430,Howard Johnson's ,,501 W. Washington,Indianapolis,IN,"(M),(R),(C),(AH)",Restaurant,,,,1986,3/2/2022 5:56pm
2431,Jimmy's Bar & R,,922 N. Pennsylvania  ,Indianapolis,IN,"(*),(R)","Restaurant,Bars/Clubs",,,,1986,3/2/2022 5:56pm
2432,Justice ,,"P.O. Box 2387, IN 46206 ",Indianapolis,IN,,Organization,checked,,,1986,6/7/2022 12:43pm
2433,Legends ,(Cabaret) ,2147 N. Talbott St.,Indianapolis,IN,"(S),(*)","Bars/Clubs,Theatre",,,,1986,3/2/2022 5:56pm
2434,Shirley's,(Some L) ,1341 N. Capitol ,Indianapolis,IN,"(D),(PT),(L)",Bars/Clubs,,,,1986,3/2/2022 5:56pm
2435,Talbott Street,(Disco) (Cruisy) ('Tops') ,2145 N. Talbott,Indianapolis,IN,"(*),(YC),(D)","Bars/Clubs,Cruising Areas",,,,1986,6/7/2022 1:28pm
2436,Ten ,(Some L) ,1218 N. Pennsylvania ,Indianapolis,IN,"(L),(D),(R),(*)","Restaurant,Bars/Clubs",,,,1986,3/2/2022 5:56pm
2437,The Works ,(Publications) ,303 N. Senate Ave. ,Indianapolis,IN,,Publication,,,,1986,3/2/2022 5:56pm
2438,Tomorrows,(Sun. brunch) (Sundays*) ,2301 N. Meridian ,Indianapolis,IN,"(M),(R),(*)",Restaurant,,,,1986,3/2/2022 5:56pm
2439,Uptown Connections,(Sundays*) ,822 N. Illinois ,Indianapolis,IN,"(R),(M),(OC),(*)",Restaurant,,,,1986,3/2/2022 5:56pm
2440,Varsity Lounge ,(R-days) (Some OC) 9Nights & Sun. brunch) ,1517 N. Pennsylvania ,Indianapolis,IN,"(M),(R),(OC)",Restaurant,,,,1986,3/2/2022 5:56pm
2441,American Legion Park,nr. library,,Indianapolis,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2442,Glendale Shopping Ctr. ,(Sun. only) ,,Indianapolis,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2443,Holiday Park,,,Indianapolis,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2444,"Fantasyland #1, Inc.",(Books) ,,Kokomo,IN,,"Book Store,Erotic Shop",checked,,Hwy. 31 Bypass N.,1986,6/7/2022 12:55pm
2445,"Fantasyland #2, Inc. ",(Books) ,,Kokomo,IN,,"Book Store,Erotic Shop",checked,,Hwy. 31 Bypass S.,1986,6/7/2022 12:55pm
2446,Denny's ,,,Lafayette,IN,"(M),(R)",Restaurant,checked,,Hwy. I-65,1986,6/7/2022 2:20pm
2447,Purdue Gay Alliance ,,"P.O. Box 510, Purdue Mem. Union, W. Lafayette, IN 47907",Lafayette,IN,,Organization,checked,,,1986,6/7/2022 12:46pm
2448,Rumors,,207 South St.,Lafayette,IN,"(D),(*)",Bars/Clubs,,,,1986,3/2/2022 5:56pm
2449,A-1 Bookstore,(Cruisy) ,,Lafayette,IN,"(YC),Cruisy Area","Book Store,Cruising Areas",checked,,,1986,3/2/2022 5:56pm
2450,Canal Rd. Bookstore,(Cruisy) ,,Lafayette,IN,"(YC),Cruisy Area","Book Store,Cruising Areas",checked,,,1986,3/2/2022 5:56pm
2451,Court House ,Square & T-Rooms,,Lafayette,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2452,Happy Hollow Park,,,Lafayette,IN,Cruisy Area,Cruising Areas,checked,,(W. Lafayette) ,1986,3/2/2022 5:56pm
2453,Old Soldiers Home,"'Rest Stop' on Us 43N, 1/2 mi. S. of I-65",,Lafayette,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2454,Purdue U. ,Union Hall T-Room,,Lafayette,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2455,Purdue U. ,Rm. #10-Student Center,,Lafayette,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2456,'Rest Stop' ,1/2 mi. N. of I-65 on Hwy. 43 ,,Lafayette,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2457,Scandinavian Book Stores,(Cruisy) ,105 Pine Lake Ave. ,La Porte,IN,(F&S),"Book Store,Cruising Areas",,,,1986,6/7/2022 1:28pm
2458,Scandinavian Book Stores,(Cruisy) ,1506 Lincolnway,La Porte,IN,(F&S),"Book Store,Cruising Areas",,,,1986,6/7/2022 1:28pm
2459,Stoney Run Park,,,Leroy,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2460,Broadway Tavern,,,Madison,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2461,Clifty St. Park,T-Rooms betw. poplar & oak groves,,Madison,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2462,Court House ,area,,Madison,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2463,3rd St. ,betw. Broadway Fountain & Mulberry,,Madison,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2464,Vaughn Drive ,along river,,Madison,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2465,Ron's Adult Book Store,,2016 S. Western Ave. ,Marion,IN,,"Book Store,Erotic Shop",,,,1986,6/7/2022 12:57pm
2466,Smugglers Inn,"(Some M, YC) (Disco) ",8200 West Lake Dr.,Merrillville,IN,"(M),(YC),(D)",Bars/Clubs,,,,1986,3/2/2022 5:56pm
2467,Southlake Mall,,2nd Floor T-Room,Merrillville,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2468,Country Marketplace ,T-Room,,Mishawaka,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2469,100 Center,T-Room,,Mishawaka,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2470,Univ. Park Malls,T-Rooms,,Mishawaka,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2471,The Pool Hall,,,Monroe City,IN,"(M),(R),(E)",Restaurant,checked,,Hwy. 61 S. at Vincennes,1986,6/7/2022 2:14pm
2472,Main St. ,nr. phone booths,,Monroe City,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2473,Telethon Park,,,Monroe City,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2474,Carriage House,,247 Kilgore,Muncie,IN,"(M),(R)",Restaurant,,,,1986,3/2/2022 5:56pm
2475,Mark III ,(Disco) ,107 E. Main St. ,Muncie,IN,"(YC),(D)",Bars/Clubs,,,,1986,3/2/2022 5:56pm
2476,Walnut Plaza News,,102 S. Walnut,Muncie,IN,,"Publication,Book Store",,,,1986,6/7/2022 2:07pm
2477,Ball State U. ,Student Center,,Muncie,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2478,Ball State U. ,Men's Gym,,Muncie,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2479,Ball State U. ,Women's Gym,,Muncie,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2480,'Rest Stop' ,on I-40,,New Lebanon,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2481,Coachman Lounge ,(Some L) ,911 Main St.,Richmond,IN,"(L),(D)",Bars/Clubs,,,,1986,3/2/2022 5:56pm
2482,Wolf's Den,(Novelties) ,6 S. 11th St. ,Richmond,IN,,Business,,,,1986,3/2/2022 5:56pm
2483,Fraternity House ,(Disco) ,3421 W. Sample St.,South Bend,IN,"(*),(YC),(D),(R),(S)","Restaurant,Bars/Clubs",,,,1986,3/2/2022 5:56pm
2484,Little Denmark Book Store,,3002 Western Ave. ,South Bend,IN,,Book Store,,,,1986,3/2/2022 5:56pm
2485,Pleasure Land Bookstore,,918 S. Michigan,South Bend,IN,,"Book Store,Erotic Shop",,,,1986,6/7/2022 1:10pm
2486,Sea Horse,(Some L) (No sign) ,1902 Western Ave. ,South Bend,IN,"(L),(D),(S),(*)",Bars/Clubs,,,at Brookfield,1986,3/2/2022 5:56pm
2487,North Village Mall,T-Rooms,,South Bend,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2488,Notre Dame U. ,"Library, downstairs T-Room",,South Bend,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2489,Old Bus Depot,(Downtown) ,,South Bend,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2490,Potawatami Park,,,South Bend,IN,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2491,Scottsdale Shopping Ctr. ,T-Rooms ,,South Bend,IN,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2492,Book-a-Rama ,,425 Wabash Ave.,Terre Haute ,IN,,Book Store,,,,1986,3/2/2022 5:56pm
2493,Gay Info Line ,"(812) 232-6311, Ext. 2355",,Terre Haute ,IN,,Hotline,checked,,,1986,3/2/2022 5:56pm
2494,R-Place,,684 Lafayette Ave.,Terre Haute ,IN,"(*),(D),(S),(PT)",Bars/Clubs,,,,1986,3/2/2022 5:56pm
2495,Honey Creek Square Mall ,,,Terre Haute ,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2496,'Rest Stop' ,on Ind. Hwy. 130E,,Valparaiso,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2497,Vieux Carre,,26 N. 1st St.,Vincennes,IN,"(M),(R),(D),(E)","Restaurant,Bars/Clubs",,,,1986,3/2/2022 5:56pm
2498,The Circle ,Patrick Henry Dr. ,,Vincennes,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2499,George Rogers Clark Memorial Park,,,Vincennes,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2500,Greg Park,,,Vincennes,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2501,'Rest Stop' ,on U.S. 50-- 3 mi. W. ,,Vincennes,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2502,'Rest Stop' ,on US 30E (South side) ,,Wanatah,IN,Cruisy Area,Cruising Areas,checked,,,1986,3/2/2022 5:56pm
2503,Pleasure Palace Adult Books,(Cruisy arcade) ,117 Kellogg ,Ames,IA,,"Book Store,Erotic Shop,Cruising Areas",,,,1986,6/7/2022 1:32pm
2504,Iowa State U. ,Memorial Union T-Room,,Ames,IA,Cruisy Area,Cruising Areas,checked,,,1986,3/3/2022 8:03pm
2505,Iowa State U. ,"Old Physics Bldg., T-Room",,Ames,IA,Cruisy Area,Cruising Areas,checked,,,1986,3/3/2022 8:03pm
2506,Iowa State U. ,Park Library T-Rooms,,Ames,IA,Cruisy Area,Cruising Areas,checked,,,1986,3/3/2022 8:03pm
2507,Iowa State U. ,Gilman Hall (1st floor) T-Room,,Ames,IA,Cruisy Area,Cruising Areas,checked,,,1986,3/3/2022 8:03pm
2508,852 Club ,,852 Washington ,Burlington,IA,"(D),(*),(V),(PT)",Bars/Clubs,,,,1986,3/3/2022 8:03pm
2509,Venus News,(Cruisy) ,219 S. Main,Burlington,IA,,"Book Store,Cruising Areas",,,,1986,6/7/2022 1:28pm
2510,Adult Discount Books,,866 5th Ave. S.E.,Cedar Rapids ,IA,Cruisy Area,"Book Store,Erotic Shop",checked,,,1986,6/7/2022 2:11pm
2511,Arcade Theatre - Times II,,1415 1st Ave. S.E. ,Cedar Rapids ,IA,,Theatre,,,,1986,3/3/2022 8:03pm
2512,Danish Book World & Arcade ,,,Cedar Rapids ,IA,,Book Store,checked,,16th Ave. & 6th St. S.W. ,1986,3/3/2022 8:03pm
2513,Fat's Warehouse & Showroom,(Disco) (Some L) ,,Cedar Rapids ,IA,"(D),(L),(*)",Bars/Clubs,checked,,2nd & Locust,1986,6/7/2022 2:20pm
2514,Sanitarium ,(Some L) ,320 2nd Ave. S.E. ,Cedar Rapids ,IA,"(L),(D),(PT)",Bars/Clubs,,,,1986,3/3/2022 8:03pm
2515,City Docks,off Albert Rains Blvd. ,,Cedar Rapids ,IA,Cruisy Area,Cruising Areas,checked,,,1986,3/3/2022 8:03pm
2516,Ellis Park,,,Cedar Rapids ,IA,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1986,3/3/2022 8:03pm
2517,Linndale Mall ,T-Rooms,,Cedar Rapids ,IA,Cruisy Area,Cruising Areas,checked,,,1986,3/3/2022 8:03pm
2518,Public library ,area,,Cedar Rapids ,IA,Cruisy Area,Cruising Areas,checked,,,1986,3/3/2022 8:03pm
2519,'Rest Stops' ,on I-380 (Summers) ,,Cedar Rapids ,IA,Cruisy Area,Cruising Areas,checked,,,1986,3/3/2022 8:03pm
2520,Adult Books,,921 S. 4th St. ,Clinton,IA,,"Book Store,Erotic Shop",,,,1986,6/7/2022 12:51pm
2521,The Bookstore,,133 S. 5th Ave.,Clinton,IA,,Book Store,,,,1986,3/3/2022 8:03pm
2522,Ernie's Book Store,(Cruisy) ,2305 W. Broadway,Council Bluffs,IA,(OC),"Book Store,Cruising Areas",,,,1986,6/7/2022 1:26pm
2523,Good Times Too ,(Adult books) ,117 N. 16th St. ,Council Bluffs,IA,,"Book Store,Erotic Shop",,,,1986,3/3/2022 8:03pm
2524,Man's World Spa,(Baths) (Around corner from Good Times Too) ,1525 'B' Ave.,Council Bluffs,IA,,Bathhouses,,,,1986,3/3/2022 8:03pm
2525,Off Broadway ,"(Books, etc.) ",3216 1st Ave. ,Council Bluffs,IA,,Book Store,,,,1986,3/3/2022 8:03pm
2526,Centennial Bookstore,(V & lounge*) ,717 W. 3rd St. ,Davenport,IA,"(V),(*)","Bars/Clubs,Book Store",,,,1986,6/7/2022 12:53pm
2527,Club 506 ,(Disco) ,506 Brady St. ,Davenport,IA,"(YC),(D),(*)",Bars/Clubs,,,,1986,3/3/2022 8:03pm
2528,M.C.C.,,1618 W. 3rd St. ,Davenport,IA,(MCC),Religious Institution,,,,1986,6/7/2022 12:44pm
2529,Credit Island Park,Best by car days (AYOR nights) ,,Davenport,IA,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1986,3/3/2022 8:03pm
2530,Le Clair Park,On riverfront from Main to Ripley ('The Levee') (Best Late) ,,Davenport,IA,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1986,3/3/2022 8:03pm
2531,Northpark Mall,,,Davenport,IA,Cruisy Area,Cruising Areas,checked,,,1986,3/3/2022 8:03pm
2532,Bachelor's Library ,(Books) ,919 Walnut,Des Moines,IA,,Book Store,,,,1986,3/3/2022 8:03pm
2533,Barndoor ,(Cruisy) ,321 Court St. ,Des Moines,IA,"(*),(D),(C&W)","Bars/Clubs,Cruising Areas",,,nr. 4th,1986,6/7/2022 1:24pm
2534,Blue Nude Bookstore,,1117 Grand Ave.,Des Moines,IA,,Book Store,,,,1986,3/3/2022 8:03pm
2535,Brass Garden ,(Some L) ,204 3rd St. ,Des Moines,IA,"(PT),(L)",Bars/Clubs,,,,1986,3/3/2022 8:03pm
2536,Court District News,,319 Court St. ,Des Moines,IA,(F&S),Book Store,,,,1986,3/3/2022 8:03pm
2537,Gallery Book Store,,908 6th Ave. ,Des Moines,IA,(F&S),Book Store,,,,1986,3/3/2022 8:03pm
2538,Gay Info Line,(515) 279-2110,,Des Moines,IA,,Hotline,checked,,,1986,3/3/2022 8:03pm
2539,Holding Cell ,(Some SM) ,416 E. Walnut,Des Moines,IA,(SM),Bars/Clubs,,,,1986,3/3/2022 8:03pm
2540,La Cage,Above Holding Cell,416 E. Walnut,Des Moines,IA,,Bars/Clubs,,,,1986,3/3/2022 8:03pm
2541,M.C.C. ,,,Des Moines,IA,(MCC),Religious Institution,checked,,Bell & Cassady ,1986,6/7/2022 12:44pm
2542,One Twenty Club ,,112 5th ,Des Moines,IA,"(M),(R)","Restaurant,Bars/Clubs",,,(W. Des Moines)) ,1986,3/3/2022 8:03pm
2543,Our Place ,(Some YC) (Disco) ,1307 Locust ,Des Moines,IA,"(YC),(PT),(D),(*)",Bars/Clubs,,,,1986,3/3/2022 8:03pm
2544,Question Mark Lounge,"(Some Hustlers, L) (Open Sun.) ",208 3rd St. ,Des Moines,IA,"(*),(L),(D),(PT),(S)",Bars/Clubs,,,,1986,3/3/2022 8:03pm
2545,Birdland Park,,,Des Moines,IA,Cruisy Area,Cruising Areas,checked,,,1986,3/3/2022 8:03pm
2546,'Gay Loop' ,"Keo & park betw, 4th & 5th Sts.",,Des Moines,IA,"Cruisy Area,(AH)",Cruising Areas,checked,,,1986,3/3/2022 8:03pm
