ID2,title,amenityfeatures,description,streetaddress,type,city,state,Year,unclear_address,unclear type or question,notes,Last Modified
2429,Happy Hollow Park ,Cruisy Area,(W. Lafayette),,Cruising Areas,Lafayette,IN,1987,checked,,,4/25/2022 12:08pm
2430,Old Soldiers Home 'Rest Stop',Cruisy Area,1/2 mi. S. o f I-65,US 43N,Cruising Areas,Lafayette,IN,1987,checked,,,4/25/2022 12:08pm
2431,Purdue U.,Cruisy Area,Union Hall ,,Cruising Areas,Lafayette,IN,1987,checked,,,4/25/2022 12:08pm
2432,Purdue U.,Cruisy Area,"Student Center, Rm. #10",,Cruising Areas,Lafayette,IN,1987,checked,,,4/25/2022 12:08pm
2433,'Rest Stop' ,Cruisy Area,1/2 mi. N. of I-65 ,Hwy. 43,Cruising Areas,Lafayette,IN,1987,checked,,,4/25/2022 12:08pm
2434,Scandinavian Book Stores ,(F&S),(Cruisy),105 Pine Lake Ave. ,"Book Store,Cruising Areas",La Porte,IN,1987,,,,4/25/2022 12:08pm
2435,Scandinavian Book Stores ,(F&S),(Cruisy),1506 Lincolnway,"Book Store,Cruising Areas",La Porte,IN,1987,,,,4/25/2022 12:08pm
2436,Stoney Run Park,Cruisy Area,,,Cruising Areas,Leroy,IN,1987,checked,,,4/25/2022 12:08pm
2437,Broadway Tavern,Cruisy Area,,,Cruising Areas,Madison,IN,1987,checked,,,4/25/2022 12:08pm
2438,Clifty St. Park,Cruisy Area,betw. poplar & oak groves,,Cruising Areas,Madison,IN,1987,checked,,,4/25/2022 12:08pm
2439,Court House area,Cruisy Area,,,Cruising Areas,Madison,IN,1987,checked,,,4/25/2022 12:08pm
2440,3rd St. ,Cruisy Area,betw. Broadway Fountain & Mulberry,,Cruising Areas,Madison,IN,1987,checked,,,4/25/2022 12:08pm
2441,Vaughn Drive,Cruisy Area,along river,,Cruising Areas,Madison,IN,1987,checked,,,4/25/2022 12:08pm
2442,Ron's Adult Book Store ,,,2016 S. Western Ave.,"Book Store,Erotic Shop",Marion,IN,1987,,,,4/25/2022 12:08pm
2443,Trix Unlimited ,"(PT),(D),(*)",(Glen Park),5060 S. Broadway ,Bars/Clubs,Merrillville,IN,1987,,,,4/25/2022 12:08pm
2444,Southlake Mall,Cruisy Area,2nd floor & Penney's,,Cruising Areas,Merrillville,IN,1987,checked,,,4/25/2022 12:08pm
2445,Terrace Lounge ,,,1534 N. U.S. Hwy 421,Bars/Clubs,Michigan City,IN,1987,,,,4/25/2022 12:08pm
2446,Country Marketplace,Cruisy Area,,100 Center & Univ. Park Malls,Cruising Areas,Mishawaka,IN,1987,checked,,,4/25/2022 12:08pm
2447,The Pool Hall ,"(M),(R),(E)",at Vincennes,Hwy. 61 S. ,Restaurant,Monroe City,IN,1987,checked,,,7/13/2022 8:52am
2448,Main St. ,Cruisy Area,nr. phone booths,,Cruising Areas,Monroe City,IN,1987,checked,,,4/25/2022 12:08pm
2449,Telethon Park,Cruisy Area,,,Cruising Areas,Monroe City,IN,1987,checked,,,4/25/2022 12:08pm
2450,Adult News ,,,203 Wiser,Book Store,Muncie,IN,1987,,,,7/13/2022 8:44am
2451,Carriage House,"(M),(R)",,247 Kilgore,Restaurant,Muncie,IN,1987,,,,4/25/2022 12:08pm
2452,Mark III,"(D),(YC)",(Disco),107 E. M ain St.,Bars/Clubs,Muncie,IN,1987,,,,4/25/2022 12:08pm
2453,Ball State U.,Cruisy Area,"Student Center,",,Cruising Areas,Muncie,IN,1987,checked,,,4/25/2022 12:08pm
2454,Ball State U.,Cruisy Area,Men's & Women's gyms,,Cruising Areas,Muncie,IN,1987,checked,,,4/25/2022 12:08pm
2455,Coachman Lounge,"(D),(L)",(Some L),911 Main St.,Bars/Clubs,Richmond,IN,1987,,,,4/25/2022 12:08pm
2456,Wolf's Den ,,(Novelties) , 6 S. 11th St.,Bars/Clubs,Richmond,IN,1987,,,,4/25/2022 12:08pm
2457,Fraternity House ,"(R),(S),(D),(YC),(*)",(Disco),3421 W. Sample St.,"Restaurant,Bars/Clubs",South Bend,IN,1987,,,,4/25/2022 12:08pm
2458,Little Denmark Book Store ,,,3002 Western Ave.,Book Store,South Bend,IN,1987,,,,4/25/2022 12:08pm
2459,Paradise Adult Bookstore,(F&S),,207 N. Main,"Book Store,Erotic Shop",South Bend,IN,1987,,,,4/25/2022 12:08pm
2460,Pleasure Land Bookstore,,,918 S. Michigan,"Book Store,Erotic Shop",South Bend,IN,1987,,,,4/25/2022 12:08pm
2461,Sea Horse,"(D),(S),(L),(*)",(Some L)(No sign) at Brookfield,1902 Western Ave. ,Bars/Clubs,South Bend,IN,1987,,,,4/25/2022 12:08pm
2462,East Race area ,"Cruisy Area,(M)",,,Cruising Areas,South Bend,IN,1987,checked,,,4/25/2022 12:08pm
2463,North Village Mall,Cruisy Area,,,Cruising Areas,South Bend,IN,1987,checked,,,4/25/2022 12:08pm
2464,Notre Dame U. ,Cruisy Area,"Library, downstairs",,Cruising Areas,South Bend,IN,1987,checked,,,4/25/2022 12:08pm
2465,Potawatami Park,"Cruisy Area,(AYOR)",(AYOR—'Fuzz'),,Cruising Areas,South Bend,IN,1987,checked,,,4/25/2022 12:08pm
2466,Scottsdale Shopping Ctr. ,"Cruisy Area,(AYOR)",,,Cruising Areas,South Bend,IN,1987,checked,,,4/25/2022 12:08pm
2467,Book-a-Rama ,,,425 Wabash Ave.,Book Store,Terre Haute ,IN,1987,,,,4/25/2022 12:08pm
2468,R-Place ,"(D),(S),(PT),(*)",,684 Lafayette Ave.,Bars/Clubs,Terre Haute ,IN,1987,,,,4/25/2022 12:08pm
2469,Honey Creek Square Mall,Cruisy Area,,,Cruising Areas,Terre Haute ,IN,1987,checked,,,4/25/2022 12:08pm
2470,Court House ,"Cruisy Area,(AYOR)",,,Cruising Areas,Valparaiso,IN,1987,checked,,,4/25/2022 12:08pm
2471,Vieux Carre ,"(M),(R),(D),(E)",,26 N. 1st St.,"Restaurant,Bars/Clubs",Vincennes,IN,1987,,,,4/25/2022 12:08pm
2472,The Circle,Cruisy Area,,Patrick Henry Dr.,Cruising Areas,Vincennes,IN,1987,checked,,,4/25/2022 12:08pm
2473,George Rogers Clark Memorial Park,Cruisy Area,,,Cruising Areas,Vincennes,IN,1987,checked,,,4/25/2022 12:08pm
2474,Greg Park ,"Cruisy Area,(AYOR)",,,Cruising Areas,Vincennes,IN,1987,checked,,,4/25/2022 12:08pm
2475,'Rest Stop' ,Cruisy Area,3 mi. W.,U.S. 50,Cruising Areas,Vincennes,IN,1987,checked,,,4/25/2022 12:08pm
2476,Vincennes U.,Cruisy Area,Humanities Bldg.,,Cruising Areas,Vincennes,IN,1987,checked,,,4/25/2022 12:08pm
2477,Vincennes U.,Cruisy Area,Green Auditorium parking lot,,Cruising Areas,Vincennes,IN,1987,checked,,,4/25/2022 12:08pm
2478,'Rest Stop' ,Cruisy Area,(South side),US 30E ,Cruising Areas,Wanatah,IN,1987,checked,,,4/25/2022 12:08pm
2479,Gays & Lesbians of Ames ,,(515) 292-7000,"P.O. Box 2283, Ames 50010",Organization,Ames,IA,1987,checked,,,7/13/2022 9:20am
2480,Lucullan's ,"(M),(R)",(Mon. only-Downstairs),400 Main St.,Restaurant,Ames,IA,1987,,,,4/25/2022 12:13pm
2481,Music Video Bar,,(Mon. only-Downstairs),400 Main St.,Bars/Clubs,Ames,IA,1987,,,,4/25/2022 12:13pm
2482,Pleasure Palace Adult Books ,,(Cruisy arcade),117 Kellogg,"Book Store,Cruising Areas,Erotic Shop",Ames,IA,1987,,,,4/25/2022 12:13pm
2483,Iowa State U.,Cruisy Area,Memorial Union,,Cruising Areas,Ames,IA,1987,checked,,,4/25/2022 12:13pm
2484,Iowa State U.,Cruisy Area,Old Physics Bldg.,,Cruising Areas,Ames,IA,1987,checked,,,4/25/2022 12:13pm
2485,Iowa State U.,Cruisy Area,Park Library,,Cruising Areas,Ames,IA,1987,checked,,,4/25/2022 12:14pm
2486,Iowa State U.,Cruisy Area,Gilman Hall (1st floor),,Cruising Areas,Ames,IA,1987,checked,,,4/25/2022 12:14pm
2487,Travelers Motel ,"(H),(M),(V)",(XXX movies) ,433 14th St.,"Hotel,Theatre",Bettendorf,IA,1987,,,,4/25/2022 12:14pm
2488,852 Club,"(D),(V),(PT),(*)",,852 Washington,Bars/Clubs,Burlington,IA,1987,,,,4/25/2022 12:14pm
2489,Venus News ,,(Cruisy) ,219 S. Main,"Cruising Areas,Book Store",Burlington,IA,1987,,,,7/13/2022 8:45am
2490,Arcade Theatre,,Times II ,1415 1st Ave. S.E.,Theatre,Cedar Rapids ,IA,1987,,,,4/25/2022 12:15pm
2491,Danish Book World & Arcade,,,16th Ave. ,"Book Store,Business",Cedar Rapids ,IA,1987,checked,,,4/25/2022 12:15pm
2492,Danish Book World & Arcade,,,6th St. S.W.,"Book Store,Business",Cedar Rapids ,IA,1987,,,,4/25/2022 12:15pm
2493,Warehouse Saloon ,"(*),(D),(L)",(Disco)(Some L) ,525 H St. S.W.,Bars/Clubs,Cedar Rapids ,IA,1987,,,,4/25/2022 12:15pm
2494,City Docks,Cruisy Area,off Albert Rains Blvd.,,Cruising Areas,Cedar Rapids ,IA,1987,checked,,,4/25/2022 12:16pm
2495,Ellis Park ,"Cruisy Area,(AYOR)",,,Cruising Areas,Cedar Rapids ,IA,1987,checked,,,4/25/2022 12:16pm
2496,Linndale Mall,Cruisy Area,,,Cruising Areas,Cedar Rapids ,IA,1987,checked,,,4/25/2022 12:16pm
2497,Public library ,Cruisy Area,area,,Cruising Areas,Cedar Rapids ,IA,1987,checked,,,4/25/2022 12:16pm
2498,'Rest Stops' ,Cruisy Area, (Summers),I-380,Cruising Areas,Cedar Rapids ,IA,1987,checked,,,4/25/2022 12:16pm
2499,Centennial Video Center,,(Cruisy*) ,921 S. 4th St.,"Business,Cruising Areas",Clinton,IA,1987,,,,7/13/2022 8:35am
2500,The Bookstore ,,,133 S. 5th Ave.,Book Store,Clinton,IA,1987,,,,4/25/2022 12:16pm
2501,Ernie's Book Store ,(OC),(Cruisy) ,2305 W. Broadway,"Book Store,Cruising Areas",Council Bluffs,IA,1987,,,,4/25/2022 12:17pm
2502,Good Times Too ,,(Adult books) ,117 N. 16th St.,"Book Store,Erotic Shop",Council Bluffs,IA,1987,,,,4/25/2022 12:17pm
2503,Off Broadway ,,"(Books, etc.) 3216 1st Ave.",3216 1st Ave.,Book Store,Council Bluffs,IA,1987,,,,4/25/2022 12:17pm
2504,Club 506 ,"(D),(YC),(*)",(Disco),506 Brady St.,Bars/Clubs,Davenport,IA,1987,,,,4/25/2022 12:18pm
2505,M.C.C.,(MCC),,1618 W. 3rd St.,Religious Institution,Davenport,IA,1987,,,,4/25/2022 12:18pm
2506,Credit Island Park,"Cruisy Area,(AYOR)",Best by car days (AYOR nights),,Cruising Areas,Davenport,IA,1987,checked,,,4/25/2022 12:18pm
2507,Le Clair Park—,"Cruisy Area,(AYOR)",On riverfront ('The Levee')(Best Late),Main to Ripley ,Cruising Areas,Davenport,IA,1987,checked,,,4/25/2022 12:18pm
2508,Northpark Mall,Cruisy Area,,,Cruising Areas,Davenport,IA,1987,checked,,,4/25/2022 12:18pm
2509,Barn Door ,"(C&W),(D),(*)",(Cruisy) nr. 4th,323 Court St. ,"Bars/Clubs,Cruising Areas",Des Moines,IA,1987,,,,4/25/2022 12:26pm
2510,Blazing Saddles ,(W),(Should click) ,416 E. 5th St.,Bars/Clubs,Des Moines,IA,1987,,,,4/25/2022 12:26pm
2511,Brass Garden ,"(YC),(PT),(*),(D)",(Disco) ,112 E. 4th St.,Bars/Clubs,Des Moines,IA,1987,,,,4/25/2022 12:26pm
2512,Farm House Guest House & Lodge ,,(W. Des Moines) (515) 279-7312,,Hotel,Des Moines,IA,1987,checked,,,4/25/2022 12:26pm
2513,Gallery Book Store ,(F&S),,908 6th Ave.,Book Store,Des Moines,IA,1987,,,,4/25/2022 12:26pm
2514,Gay Info Line ,,(515) 279-2110,,Hotlines,Des Moines,IA,1987,checked,,,7/13/2022 8:51am
2515,Kingman House ,"(H),(B&B)",(515)279-7312,,Hotel,Des Moines,IA,1987,checked,,,7/13/2022 8:51am
2516,La Cage ,(D),,416 E. Walnut,Bars/Clubs,Des Moines,IA,1987,,,,4/25/2022 12:26pm
2517,M.C.C. ,(MCC),,Bell & Cassady,Religious Institution,Des Moines,IA,1987,checked,,,7/13/2022 8:52am
2518,Surprises ,"(D),(L),(*)",(Disco)(Some L) ,1216 Forest Ave.,Bars/Clubs,Des Moines,IA,1987,,,,4/25/2022 12:26pm
2519,Birdland Park,Cruisy Area,,,Cruising Areas,Des Moines,IA,1987,checked,,,4/25/2022 12:26pm
2520,'Gay Loop',"Cruisy Area,(AH)",Keo & Park betw. 4th & 5th Sts.,,Cruising Areas,Des Moines,IA,1987,checked,,,4/25/2022 12:26pm
2521,Greenwood Park,Cruisy Area,,,Cruising Areas,Des Moines,IA,1987,checked,,,4/25/2022 12:26pm
2522,'Rest Stops' ,Cruisy Area,I-35 N. & I-80 (10 mi. E.),,Cruising Areas,Des Moines,IA,1987,checked,,,4/25/2022 12:26pm
2523,Valley West Mall,"Cruisy Area,(YC)",Upper level ,,Cruising Areas,Des Moines,IA,1987,checked,,,4/25/2022 12:26pm
2524,D.J.'s Bistro ,"(YC),(D),(R)",(Disco)(Use rear door) (Nights only) ,951 Main St.,"Restaurant,Bars/Clubs",Dubuque,IA,1987,,,,4/25/2022 12:26pm
2525,Julien Dubuque Monument Park,Cruisy Area,,,Cruising Areas,Dubuque,IA,1987,checked,,,4/25/2022 12:26pm
2526,Clearspace Gay Community Ctr.,,,"P.O. Box 1236, Fairfield 52556",Community Center/Support Group,Fairfield,IA,1987,checked,,,4/25/2022 12:26pm
2527,Just a Bit Different ,,"(Books, etc.) Inquire locally",,Book Store,Iowa City,IA,1987,checked,,,4/25/2022 12:26pm
2528,Jimmy's ,"(M),(R)",Inquire locally,,Restaurant,Iowa City,IA,1987,checked,,,7/13/2022 8:51am
2529,Pleasure Palace Adult Books ,,,315 Kirkwood Ave.,"Erotic Shop,Book Store",Iowa City,IA,1987,,,,4/25/2022 12:26pm
2530,Six Twenty Club ,"(YC),(*),(D),(L),(PT)",(Some YC)(Disco),620 Madison St.,Bars/Clubs,Iowa City,IA,1987,,,,4/25/2022 12:26pm
2531,U. of N. Iowa,Cruisy Area,Main Library 2nd & 3rd floors,,Cruising Areas,Iowa City,IA,1987,checked,,,4/25/2022 12:26pm
2532,Roadside Park—3 mi. E. on US 30,Cruisy Area,,,Cruising Areas,Marshalltown,IA,1987,checked,,,7/13/2022 8:49am
2533,Good Life ,(M),,111 S. Delaware,Bars/Clubs,Mason City,IA,1987,,,,4/25/2022 12:32pm
2534,Centennial Video ,,(Cruisy arcade), 210 Iowa Ave.,"Business,Cruising Areas",Muscatine,IA,1987,,,,4/25/2022 12:32pm
2535,Gay/Lesbian Society ,,,"P.O. Box 1342, 52501",Community Center/Support Group,Ottumwa,IA,1987,checked,,,4/25/2022 12:33pm
2536,Rowdie's ,"(S),(PT),(M),(L)","(Some M, L)",1127 4th St.,Bars/Clubs,Sioux City,IA,1987,,,,4/25/2022 12:33pm
2537,Danish Book World,,nr. Crossroad Ctr.,1507 La Port Rd. ,Book Store,Waterloo,IA,1987,,,,4/25/2022 12:33pm
2538,M.C.C. Church of the New Hope ,(MCC),(319) 234-1981,712 Jefferson,Religious Institution,Waterloo,IA,1987,,,,4/25/2022 12:33pm
2539,Old Dutch Mill,"(*),(PT),(L),(D)",(Some L) ,823 Franklin,Bars/Clubs,Waterloo,IA,1987,,,,4/25/2022 12:34pm
2540,Crossroads Mall,Cruisy Area,,,Cruising Areas,Waterloo,IA,1987,checked,,,4/25/2022 12:34pm
2541,U. of Iowa,Cruisy Area,Auditorium,,Cruising Areas,Waterloo,IA,1987,checked,,,4/25/2022 12:34pm
2542,'Rest Stop',Cruisy Area,7 mi. E. (Late),Hwy. 56 ,Cruising Areas,Dodge City,KS,1987,checked,,,4/25/2022 12:34pm
2543,'Rest Stop' ,Cruisy Area,1 mi. E. ,US 56,Cruising Areas,Great Bend,KS,1987,checked,,,4/25/2022 12:47pm
2544,'Rest Stop' ,Cruisy Area,1 mi. W. ,Hwy. 160,Cruising Areas,Harper,KS,1987,checked,,,4/25/2022 12:47pm
2545,Wagon Wheel,"(M),(PT)",(Best Fri.),212 W. Main,Bars/Clubs,Independence,KS,1987,,,,4/25/2022 12:47pm
2546,'Rest Stop' ,Cruisy Area,2 mi. W. of town,I-70,Cruising Areas,Junction City,KS,1987,checked,,,4/25/2022 12:47pm
2547,Big Mama's ,,,1633 Southwest Blvd.,Bars/Clubs,Kansas City,KS,1987,,,,4/25/2022 12:47pm
2548,Birds of a Feather ,"(D),(L)",(Some L)(Wed.-Sun.*),2550 W. 47th St.,Bars/Clubs,Kansas City,KS,1987,,,,4/25/2022 12:47pm
2549,M.C.C.,(MCC),,1310-A E. 123rd Terrace,Religious Institution,Kansas City,KS,1987,,,,4/25/2022 12:47pm
2550,View on the Hill,"(D),(PT),(P)",,204 Orchard,Bars/Clubs,Kansas City,KS,1987,,,,4/25/2022 12:47pm
2551,GLSK ,,(913)864-3091,,Organization,Lawrence,KS,1987,checked,checked,Pg. 193: not sure what type?,7/13/2022 9:02am
2552,Spinsters Books,(L),(Many L) ,"801 1/2 Massachusetts, Suite D",Book Store,Lawrence,KS,1987,,,,4/25/2022 12:47pm
2553,Memorial Dr.,Cruisy Area,,,Cruising Areas,Lawrence,KS,1987,checked,,,4/25/2022 12:47pm
2554,K.U. ,Cruisy Area,Student Union--all floors except basement,,Cruising Areas,Lawrence,KS,1987,checked,,,4/25/2022 12:47pm
2555,'Rest Stop' ,Cruisy Area,at intersection of Hwys. 18 & 281,,Cruising Areas,Luray,KS,1987,checked,,,4/25/2022 12:47pm
2556,'Rest Stop' ,Cruisy Area,3 mi. W. ,US 56,Cruising Areas,Lyons,KS,1987,checked,,,4/25/2022 12:47pm
2557,City Park,Cruisy Area,,,Cruising Areas,Manhattan,KS,1987,checked,,,4/25/2022 12:47pm
2558,'Rest Stop' ,Cruisy Area,10 mi. E. of Junction C ity,I-70,Cruising Areas,Manhattan,KS,1987,checked,,,4/25/2022 12:47pm
2559,'Rest Stop',Cruisy Area,"Hicks Park, 8 mi. SW ",Hwy. 383,Cruising Areas,Norton,KS,1987,checked,,,4/25/2022 12:47pm
2560,M.C.C. ,(MCC),,7725 W. 87th St.,Religious Institution,Overland Park ,KS,1987,,,,4/25/2022 12:47pm
2561,Oak Park Mall,Cruisy Area,Penney's & Macy's,,Cruising Areas,Overland Park ,KS,1987,checked,,,4/25/2022 12:47pm
2562,'Rest Stop' ,Cruisy Area,Hwys. 24 & 281,,Cruising Areas,Osborne ,KS,1987,checked,,,4/25/2022 12:47pm
2563,Oakdale Park ,Cruisy Area,(after 10pm),,Cruising Areas,Salina,KS,1987,checked,,,4/25/2022 12:47pm
2564,Texaco Truck Stop ,Cruisy Area,& motel behind,,Cruising Areas,Salina,KS,1987,checked,,,4/25/2022 12:47pm
2565,Alpha Omega Book Store ,,,730 S. Kansas,Book Store,Topeka ,KS,1987,,,,4/25/2022 12:47pm
2566,Bare Essentials ,"(D),(L),(PT)",(Some L) ,916 Kansas Ave.,Bars/Clubs,Topeka ,KS,1987,,,,4/25/2022 12:47pm
2567,Gay Rap Line ,,(913) 233-6558,,Hotlines,Topeka ,KS,1987,checked,,,4/25/2022 12:47pm
2568,Lambda ,"(P),(PT),(L),(YC),(D),(*)",(Some L)(Disco),624 S. Kansas Ave.,Bars/Clubs,Topeka ,KS,1987,,,,4/25/2022 12:47pm
2569,M.C.C. ,(MCC),(916)234-8562,,Religious Institution,Topeka ,KS,1987,checked,,,4/25/2022 12:47pm
2570,Town Crier Books ,,,3937 S.W. Gage Ctr. Dr.,Book Store,Topeka ,KS,1987,,,,4/25/2022 12:47pm
2571,Gage Park,"Cruisy Area,(AYOR)",,,Cruising Areas,Topeka ,KS,1987,checked,,,4/25/2022 12:47pm
2572,Kansas Ave.,Cruisy Area,Downtown by automobile,,Cruising Areas,Topeka ,KS,1987,checked,,,4/25/2022 12:47pm
2573,Adult Book Store ,(M),,1515 S. Olivey,"Book Store,Erotic Shop",Wichita,KS,1987,,,,4/25/2022 12:47pm
2574,Boots ,"(SM),(*),(P)",(Some SM),2959 S. Hillside,Bars/Clubs,Wichita,KS,1987,,,,4/25/2022 12:48pm
2575,Gay/Lesbian Info ,,(316) 269-9013,"P.O. Box 3177, 61201 ",Hotlines,Wichita,KS,1987,checked,,,7/13/2022 9:20am
2576,Great American Bookstore,(M),,7805 W. Kellogg,Book Store,Wichita,KS,1987,,,,4/25/2022 12:48pm
2577,Jack's Lounge ,"(PT),(YC),(L)","(Some YC, L) ",1507 E. Pawnee,Bars/Clubs,Wichita,KS,1987,,,,4/25/2022 12:48pm
2578,M.C.C. ,(MCC),,1700 S. Santa Fe,Religious Institution,Wichita,KS,1987,,,,4/25/2022 12:49pm
2579,Mission of Faith Fellowship,,,2338 S. Palisades,Religious Institution,Wichita,KS,1987,,,,4/25/2022 12:49pm
2580,Our Fantasy ,"(PT),(D),(R),(*),(P)",(Disco)(Huge complex)(Also The Harbor—R) ,3201 S. Hillside,"Restaurant,Bars/Clubs",Wichita,KS,1987,,,,4/25/2022 12:49pm
2581,Pierre's Bookstore,(M),,722 S. Broadway,Book Store,Wichita,KS,1987,,,,4/25/2022 12:50pm
2582,Plato's Bookstore,(M),,1306 E. Harry,Book Store,Wichita,KS,1987,,,,4/25/2022 12:50pm
2583,R&R Brass Rail,"(P),(PT),(*),(W),(SM)"," (Some W, SM)",2828 E. 31st St. S.,Bars/Clubs,Wichita,KS,1987,,,,4/25/2022 12:50pm
2584,The Voice ,,"(Publication) Box 3177, 67201","Box 3177, 67201",Publication,Wichita,KS,1987,checked,,,4/25/2022 12:51pm
2585,Circle Cinema ,"Cruisy Area,(AYOR),(M)",(Left balcony),,Cruising Areas,Wichita,KS,1987,checked,,,4/25/2022 12:50pm
2586,Oak Park,"Cruisy Area,(AYOR),(YC)",Riverside area (Cl. 12 midnight),,Cruising Areas,Wichita,KS,1987,checked,,,4/25/2022 12:51pm
2587,Trailways Bus Depot & vicinity ,Cruisy Area,(Hustlers),,Cruising Areas,Wichita,KS,1987,checked,,,4/25/2022 12:51pm
2588,Island Park,Cruisy Area,(Days),,Cruising Areas,Winfield,KS,1987,checked,,,4/25/2022 12:51pm
2589,Roadside Park ,Cruisy Area,S. of Bowling Green M all,US 31W bypass,Cruising Areas,Bowling Green,KY,1987,checked,,,4/25/2022 2:56pm
2590,Campbellsville College ,Cruisy Area,Library (Basement),,Cruising Areas,Campbellsville,KY,1987,checked,,,4/25/2022 2:56pm
2591,Cardinal Park,Cruisy Area,,Hwy. 68,Cruising Areas,Campbellsville,KY,1987,checked,,,4/25/2022 2:56pm
2592,Green River Dam ,Cruisy Area,Hwy. 55 below dam,Hwy. 55 ,Cruising Areas,Campbellsville,KY,1987,checked,,,4/25/2022 2:56pm
2593,Partners ,(*),(Behind Yesterdays) ,6th & Madison,Bars/Clubs,Covington,KY,1987,checked,,,4/25/2022 2:56pm
2594,Ramrod ,"(D),(W),(SM)","(Some W, SM) ",115 W. Pike St.,Bars/Clubs,Covington,KY,1987,,,,4/25/2022 2:57pm
2595,Yesterdays ,(R),,6th & Madison,Restaurant,Covington,KY,1987,checked,,,4/25/2022 2:57pm
2596,Madison ,"Cruisy Area,(AYOR)","betw. 5th & 7th, including Mall",,Cruising Areas,Covington,KY,1987,checked,,,4/25/2022 2:57pm
2597,'Rest Stop' ,Cruisy Area,,I-75 S,Cruising Areas,Covington,KY,1987,checked,,,4/25/2022 2:58pm
2598,Florence Mall,"Cruisy Area,(AYOR)",(Y'all),,Cruising Areas,Florence,KY,1987,checked,,,4/25/2022 2:58pm
2599,76 Truck Stop ,Cruisy Area,,I-71,Cruising Areas,Florence,KY,1987,checked,,,4/25/2022 2:58pm
2600,Cole Park,Cruisy Area,,,Cruising Areas,Fort Campbell,KY,1987,checked,,,4/25/2022 2:58pm
2601,Lee Rec. Center,Cruisy Area,,,Cruising Areas,Fort Campbell,KY,1987,checked,,,4/25/2022 2:59pm
2602,Audubon St. Park ,Cruisy Area,(Summers),,Cruising Areas,Henderson,KY,1987,checked,,,4/25/2022 2:59pm
2603,Brezings ,"(D),(YC),(*)",(Disco),234 E. Short St.,Bars/Clubs,Lexington,KY,1987,,,,4/25/2022 3:01pm
2604,Bungalow ,"(WE),(L)",(Some L)(WE*) nr. Main,121 Mill St. ,Bars/Clubs,Lexington,KY,1987,,,,4/25/2022 3:04pm
2605,Circus ,"(P),(M),(AH)",(Disco)(Sundays & AH) of Richmond Dr.,2240 Idle Hour Shopping Cntr. ,Bars/Clubs,Lexington,KY,1987,,,,4/25/2022 3:04pm
2606,J&B Bookstore ,(F&S),,Winchester Ave.,Book Store,Lexington,KY,1987,checked,,,4/25/2022 3:04pm
2607,Leather Works ,(SM),(Boutique)(Next door to Brezings),248 E. Short St.,Erotic Shop,Lexington,KY,1987,,,,7/13/2022 9:04am
2608,Lexington Gay Services Organ. ,,Hot Line (606) 231-0335,"Box 11471, 40575",Hotlines,Lexington,KY,1987,checked,,,7/13/2022 8:52am
2609,The Bar ,"(D),(YC),(*)",(Disco),224 E. Main St.,Bars/Clubs,Lexington,KY,1987,,,,4/25/2022 3:05pm
2610,Cinema,Cruisy Area,(Back rows),220 E. Main,Cruising Areas,Lexington,KY,1987,checked,,,4/25/2022 3:05pm
2611,Greyhound Bus Depot,Cruisy Area,,,Cruising Areas,Lexington,KY,1987,checked,,,4/25/2022 3:05pm
2612,Main St. ,"Cruisy Area,(AYOR)",at the Esplanade,,Cruising Areas,Lexington,KY,1987,checked,,,4/25/2022 3:05pm
2613,'Rest Stop' ,Cruisy Area,10 mi. W. ,I-64,Cruising Areas,Lexington,KY,1987,checked,,,4/25/2022 3:06pm
2614,U. of KY,Cruisy Area,Fine Arts Bldg.,,Cruising Areas,Lexington,KY,1987,checked,,,4/25/2022 3:06pm
2615,Adult Bookstore ,,(Cruisy peeps) ,S. 7th St. ,"Book Store,Cruising Areas",Louisville,KY,1987,checked,,,4/25/2022 3:07pm
2616,Adult Bookstore ,,(Cruisy peeps) ,W. Hill St.,"Book Store,Cruising Areas",Louisville,KY,1987,checked,,,4/25/2022 3:07pm
2617,Camera's Eye ,,"(Books, films, cruisy arcade)",3rd & M arket,"Book Store,Cruising Areas",Louisville,KY,1987,checked,,,7/13/2022 8:58am
2618,City Lounge ,(*),(Hustlers) ,202 W. Market,Bars/Clubs,Louisville,KY,1987,,,,4/25/2022 3:08pm
2619,Dignity/Integrity ,,,"P.O. Box 18054, Louisville 40218",Religious Institution,Louisville,KY,1987,checked,,,4/25/2022 3:09pm
2620,Discovery,"(D),(YC),(*)",(D upstairs)(Wed.-Sun.)(Sun. T-D),116 E. Main St.,Bars/Clubs,Louisville,KY,1987,,,,4/25/2022 3:08pm
2621,Downtowner ,"(E),(S),(D),(L),(*)",(Disco)(Some L)(3 bars),105 W. Main St.,Bars/Clubs,Louisville,KY,1987,,,,4/25/2022 3:09pm
2622,Gay/Lesbian Hotline ,,(502) 637-4342,,Hotlines,Louisville,KY,1987,checked,,,4/25/2022 3:09pm
2623,G.L.U.E. ,,,"P.O. Box 34063, 40232",Community Center/Support Group,Louisville,KY,1987,checked,,,4/25/2022 3:09pm
2624,Lady's Choice,(L),(Basement at Downtowner),105 W. Main St.,,Louisville,KY,1987,,,"Pg. 196: copied address from entry ""Downtowner"" per description",4/25/2022 3:10pm
2625,Lambda ,,,"P.O. Box 8415, 40208",Organization,Louisville,KY,1987,checked,,Pg. 196: Unclear type ,7/25/2022 1:19pm
