ID2,title,streetaddress,description,city,state,amenityfeatures,type,unclear_address,unclear type or question,notes,Year,Last Modified
3373,J.B.'s Saloon,910 W. Saginaw,"484-8656 10am-7am Th-Sat, til 2am Sun-Wed",Lansing,MI,"(NH),D,(F)",Bars,,,,1995,2/17/2023 6:28am
3374,Paradise,224 S. Washington Sq.,484-2399 9pm-2am,Lansing,MI,"(*),(MW),D,(S)",Bars,,,,1995,2/17/2023 6:28am
3375,Community News Center,418 Frandor Shopping Center,"351-7562, 9am-9pm, til 7pm Sun",Lansing,MI,,Bookstores/Retail Shops,,,,1995,2/17/2023 6:29am
3376,Presque Isle Point,,(AYOR),Marquette,MI,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1995,2/17/2023 6:29am
3377,Shinas Park-Picnic Rocks,,(AYOR),Marquette,MI,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1995,2/17/2023 6:30am
3378,Jay's B&B,4429 Bay City Rd.,496-2498,Midland,MI,"(MW),(N)",Accommodations,,,,1995,2/17/2023 6:30am
3379,SS Dinghy,27 N. Walnut,"954-1919 4pm-2am, from 2pm wknds",Mount Clemens,MI,"(MW),D,(WC)",Bars,,,,1995,2/17/2023 6:31am
3380,Chipwater Park,,"(summer, AYOR)",Mount Pleasant,MI,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1995,2/17/2023 6:32am
3381,Rotary Park,opposite Holiday Inn,(AYOR),Petoskey,MI,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1995,2/17/2023 6:32am
3382,Club Flamingo,352 Oakland Ave.,253-0430 2pm-2am,Pontiac,MI,"(MW),D,(K),(S),(WC)",Bars,,,,1995,2/17/2023 6:33am
3383,"""Dog Run""",Clarkston,(AYOR),Pontiac,MI,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1995,2/17/2023 6:34am
3384,Seekers,3301 24th St.,985-9349 2pm-2am,Port Huron,MI,"(MW),D",Bars,,,,1995,2/17/2023 6:34am
3385,Lighthouse Beach,,(AYOR),Port Huron,MI,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1995,2/17/2023 6:35am
3386,Pine Grove Park,,(AYOR),Port Huron,MI,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1995,2/17/2023 6:35am
3387,Bambi's,1742 E. Genessee,752-9179 7pm-2am,Saginaw,MI,"(MW),D,(S)",Bars,,,,1995,2/17/2023 6:36am
3388,Heidelberg,411 S. Franklin,"771-9508 (pay phone) 4pm-2am, from 11am Sat, noon Sun",Saginaw,MI,"(MW),(OC),(WC)",Bars,,,,1995,2/17/2023 6:36am
3389,Camp It,"Rte. 6635 118th Ave., Fennville",543-4335 seasonal camping April-Oct 31,Saugatuck,MI,(MW),Accommodations,checked,,,1995,2/17/2023 6:38am
3390,Douglas Dunes,333 Blue Star Hwy.,"857-1401 motel, dorm-style rooms, cottages",Saugatuck,MI,"(*),(F),(SW),(IGTA)",Accommodations,,,,1995,2/17/2023 6:39am
3391,Grandma's House B&B,2135 Blue Star Hwy.,543-4706 hot tub,Saugatuck,MI,(MW),Accommodations,,,,1995,2/17/2023 6:39am
3392,"Kirby House, The",294 W. Center,857-2904 B&B,Saugatuck,MI,"(GF),(SW)",Accommodations,,,,1995,2/17/2023 6:40am
3393,"Lighthouse, The",Blue Star Hwy. at 130th St.,857-2271,Saugatuck,MI,"(MW),(SW),(IGTA)",Accommodations,checked,,,1995,2/17/2023 6:41am
3394,Moore's Creek Inn,820 Holland St.,857-2411 full brkfst,Saugatuck,MI,(GF),Accommodations,,,,1995,2/17/2023 6:41am
3395,"Newnham SunCatcher Inn, The",131 Griffith,"857-4249 full brkfst, hot tub",Saugatuck,MI,"(GF),(SW)",Accommodations,,,,1995,2/17/2023 6:42am
3396,Douglas Disco,(at Douglas Dunes resort),"857-1401 cabaret, patio, 2 bars",Saugatuck,MI,"D,(E)",Bars,checked,,,1995,2/17/2023 6:43am
3397,Cafe Sir Douglas,(at Douglas Dunes resort),"857-1401 dinner only, 5pm-10pm, til 11pm Fri-Sat, clsd Tues-Wed",Saugatuck,MI,(MW),Restaurants & Cafes,checked,,,1995,2/17/2023 6:45am
3398,Loaf & Mug,236 Culver St.,"857-2974, 8am-4pm, til 8pm Fri-Sat, patio",Saugatuck,MI,,Restaurants & Cafes,,,,1995,2/17/2023 6:46am
3399,Restaurant Toulouse,248 Culver St.,"857-1561 lunch, dinner, country French",Saugatuck,MI,(WC),Restaurants & Cafes,,,,1995,2/17/2023 6:47am
3400,Oval Beach,walk North,,Saugatuck,MI,Cruisy Area,Cruising Areas,checked,,,1995,2/17/2023 6:48am
3401,Park on Water St.,,,Saugatuck,MI,Cruisy Area,Cruising Areas,checked,,,1995,2/17/2023 6:49am
3402,Friends North,"PO Box 562, 49685","946-1804 event line, social group newsletter",Traverse City,MI,,Info Lines & Services,checked,,,1995,2/17/2023 6:50am
3403,"Interlochen, The",2275 M-137,"276-9291/ (800)262-7829 (in MI only) nr. skiing, beaches & Interlochen Center for the Arts",Traverse City,MI,"(GF),(WC)",Accommodations,,,,1995,2/17/2023 6:52am
3404,Side Traxx Nite Club,520 Franklin,935-1666 6pm-2am,Traverse City,MI,"(MW),D,(S),(WC)",Bars,,,,1995,2/17/2023 6:52am
3405,"Bookie Joint, The",120 S. Union St.,"946-8862, 10am-6pm, clsd Sun, used bookstore",Traverse City,MI,,Bookstores/Retail Shops,,,,1995,2/17/2023 6:54am
3406,Bryant Park,,(AYOR),Traverse City,MI,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1995,2/17/2023 6:54am
3407,Westend Beach,,(AYOR),Traverse City,MI,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1995,2/17/2023 6:54am
3408,Community Real Estate Referrals,,(800)346-5592 gay realtor at your service,Troy,MI,,Info Lines & Services,checked,,,1995,2/17/2023 6:55am
3409,Wm. P. Holliday Park,,"(summer, AYOR)",Westland,MI,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1995,2/17/2023 6:55am
3410,Flick's Memory Lane,2430 E. Michigan Ave.,483-2840 5pm-2:30am,Ypsilanti,MI,"(MW),D",Bars,,,,1995,2/17/2023 6:56am
3411,"Magazine Rack, The",515 W. Cross,482-6944,Ypsilanti,MI,,Erotica,,,,1995,2/17/2023 6:57am
3412,Adult Book Store,6710 Hwy. 10,427-2113,Anoka ,MN,,Erotica,,,,1995,2/17/2023 6:58am
3413,Meadowgrove Inn,13661 Powerdam Rd. NE,751-9654 full brkfst,Bemidji,MN,(GF),Accommodations,,,,1995,2/17/2023 6:59am
3414,Diamond Pt. Park,,"(Summers, AYOR)",Bemidji,MN,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1995,2/17/2023 6:59am
3415,Library Park,,(AYOR),Bemidji,MN,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1995,2/17/2023 7:00am
3416,Heartland Trail B&B,"Rte. 3 Box 9, Park Rapids, 56470","732-5305 full brkfst, winter ice rink, summer volleyball",Dorset,MN,(GF),Accommodations,checked,,,1995,2/17/2023 7:01am
3417,Northland Gay Men's Center,8 N. 2nd Ave. E. Ste. 309,722-8585,Duluth,MN,,Info Lines & Services,,,,1995,2/17/2023 7:02am
3418,Stanford Inn Bed & Breakfast,1415 E. Superior St.,724-3044,Duluth,MN,(GF),Accommodations,,,,1995,2/17/2023 7:03am
3419,Leif Ericsson Park,,(AYOR),Duluth,MN,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1995,2/17/2023 7:04am
3420,Park Point Beach,,"(Summers, AYOR)",Duluth,MN,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1995,2/17/2023 7:04am
3421,Thorwood and Rosewood Inns,315 Pine St.,437-3297 880s mansions w/amenities,Hastings,MN,"(GF),(WC)",Accommodations,,,,1995,2/17/2023 7:05am
3422,Northwoods Retreat,5749 Mt. Ash Dr.,697-8119 meals included,Hill City,MN,"(MW),(WC)",Accommodations,,,,1995,2/17/2023 7:06am
3423,Dakota Lodge,Rte. 3 Box 178,384-6052 full brkfst,Hinckley,MN,(GF),Accommodations,checked,,,1995,2/17/2023 7:07am
3424,Mankato State U. Gay Advisor,,389-1455,Mankato,MN,,Info Lines & Services,checked,,,1995,2/17/2023 7:07am
3425,"Coffee Hag, The",329 N. Riverfront,"387-5533 8am-midnight, 10am-6pm Sun, clsd Mon",Mankato,MN,"(E),(WC)",Restaurants & Cafes,,,,1995,2/17/2023 7:08am
3426,Community Real Estate Referrals,,(800)346-5592 gay realtor at your service,Minneapolis/St. Paul,MN,,Info Lines & Services,checked,,,1995,2/17/2023 7:10am
3427,District 202,2524 Nicollet Ave. S.,871-5559 resource center for lesbigay youth,Minneapolis/St. Paul,MN,,Info Lines & Services,,,,1995,2/17/2023 7:11am
3428,"""Fresh Fruit"" KFAI",90.3 FM,gay radio 7pm-8pm Th,Minneapolis/St. Paul,MN,,Info Lines & Services,checked,,,1995,2/17/2023 7:11am
3429,Gay/Lesbian Elders Active in MN (GLEAM),"1505 Park Ave., Mpls.","721-8913, 1pm-5pm 2nd Sun",Minneapolis/St. Paul,MN,,Info Lines & Services,,,,1995,2/17/2023 7:12am
3430,Gay/Lesbian Helpline,,"822-8661/ (800)800-0907 (MN, NE, ND, SD, WI, IA) noon-midnight, clsd Sun",Minneapolis/St. Paul,MN,,Info Lines & Services,checked,,,1995,2/17/2023 7:14am
3431,Lambda AA,,874-7430,Minneapolis/St. Paul,MN,,Info Lines & Services,checked,,,1995,2/17/2023 7:15am
3432,Quatrefoil Library,"1619 Dayton Ave., St. Paul","641-0969 lesbigay library, resource ctr.",Minneapolis/St. Paul,MN,,Info Lines & Services,,,,1995,2/17/2023 7:16am
3433,Unicorn Theatre,20 N. 4th St.,375-0854 lesbigay,Minneapolis/St. Paul,MN,,Info Lines & Services,,,,1995,2/17/2023 7:16am
3434,U of MN Gay/Lesbian/Bisexual/Transgendered Groups,230 Coffman Memorial Library,"626-2344, 4:30pm Wed",Minneapolis/St. Paul,MN,,Info Lines & Services,,,,1995,2/17/2023 7:17am
3435,Be Yourself Executive Inn - Twin Cities,"1093 Snelling Ave. S., St. Paul","698-3571 full brkfst, gay men only",Minneapolis/St. Paul,MN,"(N),(IGTA)",Accommodations,,,,1995,2/17/2023 7:18am
3436,Braise House,"2321 Colfax Ave. S., Mpls.","377-5946, B&B",Minneapolis/St. Paul,MN,(GF),Accommodations,,,,1995,2/17/2023 7:19am
3437,Como Villa B&B,"1371 W. Nebraska Ave., St. Paul",647-0471 full brkfst wknds,Minneapolis/St. Paul,MN,(MW),Accommodations,,,,1995,2/17/2023 7:20am
3438,Eagle Cove B&B,"Box 6J, Maiden Rock, WI 54750",(715)448-4302/ (800)467-0279 hot tub,Minneapolis/St. Paul,MN,"(MW),(WC)",Accommodations,checked,,,1995,2/17/2023 7:21am
3439,"Garden Gate B&B, The","925 Goodrich Ave., St. Paul",227-8430/ (800)967-2703 therapeutic massage avail.,Minneapolis/St. Paul,MN,"(GF),(IGTA)",Accommodations,,,,1995,2/17/2023 7:22am
3440,Nan's Bed & Breakfast,2304 Fremont Ave. S.,377-5118 full brkfst,Minneapolis/St. Paul,MN,(GF),Accommodations,,,,1995,2/17/2023 7:22am
3441,19 Bar,"19 W. 15th St., Mpls.","871-5553 3pm-1am, from 1pm Fri-Sun",Minneapolis/St. Paul,MN,"(MW),(NH),(CW),(L),(BW)",Bars,,,,1995,2/17/2023 7:23am
3442,24 on the Avenue,24 Hennepin Ave.,673-9812 11am-1am; also Mexican restaurant,Minneapolis/St. Paul,MN,"(GF),(F)",Bars,,,,1995,2/17/2023 7:24am
3443,Brass Rail,"422 Hennepin Ave., Mpls.",333-3016 noon-1am,Minneapolis/St. Paul,MN,"(*),(NH),(K),(V)",Bars,,,,1995,2/18/2023 5:01am
3444,Club Metro,"733 Pierce Butler Rte., St. Paul","489-0002 3pm-1am, from noon wknds",Minneapolis/St. Paul,MN,"(MW),D,(F),(E),(WC)",Bars,,,,1995,2/17/2023 7:26am
3445,Gay 90's,"408 Hennepin Ave., Mpls.","333-7755 8am-1am, 5 bar complex, erotica store, dinner nightly",Minneapolis/St. Paul,MN,"(*),(MW),D,(F),(E),(S)",Bars,,,,1995,2/17/2023 7:28am
3446,GlamSlam,110 N. 5th St. (at 2nd),338-3383 men's night Tues,Minneapolis/St. Paul,MN,"(GF),D,(A)",Bars,,,,1995,2/17/2023 7:29am
3447,Innuendo,"510 N. Robert St., St. Paul","224-8996 4pm-1am, clsd Sun; also cafe",Minneapolis/St. Paul,MN,"(MW),(NH),(WC)",Bars,,,,1995,2/18/2023 5:01am
3448,Rogue,5th Hennepin,"371-0706 4pm-3am, from 5pm Sat, from 7pm Sun, Queer Sundays; also bistro, some veggie",Minneapolis/St. Paul,MN,"(GF),D,(A),(E)",Bars,checked,,,1995,2/18/2023 5:01am
3449,Rumours,"490 N. Robert St. at 9th, St. Paul","224-0703 4pm-1am, from noon wknds",Minneapolis/St. Paul,MN,"(*),(MW),D,(F),(E),(WC)",Bars,,,,1995,2/18/2023 5:01am
3450,"Saloon, The","830 Hennepin Ave., Mpls.","332-0835 11am-1am, til 3am Fri-Sun, patio",Minneapolis/St. Paul,MN,"(*),D,(F),(WC)",Bars,,,,1995,2/18/2023 5:02am
3451,Town House,"1415 University Ave., St. Paul","646-7087 2pm-1am, from noon wknds",Minneapolis/St. Paul,MN,"(*),(MW),D,(CW)",Bars,,,,1995,2/18/2023 5:02am
3452,Babylon Cafe,"267 W. 7th St., St. Paul","225-9885, 5am-1am, from 7am wknds",Minneapolis/St. Paul,MN,,Restaurants & Cafes,,,,1995,2/18/2023 5:02am
3453,Bar X Espresso,"1008 Marquette Ave., Mpls.","371-9882 6am-midnight, 7am-2am Sat, smoke-free cafe",Minneapolis/St. Paul,MN,(MW),Restaurants & Cafes,,,,1995,2/18/2023 5:02am
3454,Cafe Wyrd,"1600 W. Lake St., Mpls.",827-5710 7am-1am,Minneapolis/St. Paul,MN,"(MW),(WC)",Restaurants & Cafes,,,,1995,2/18/2023 5:02am
3455,Cafe Zev,1362 La Salle Ave.,874-8477,Minneapolis/St. Paul,MN,(E),Restaurants & Cafes,,,,1995,2/18/2023 5:02am
3456,House of Breakfast,"3733 Chicago Ave., Mpls.","823-3703, 6am-1pm, 8am-11am Sun",Minneapolis/St. Paul,MN,,Restaurants & Cafes,,,,1995,2/18/2023 5:02am
3457,La Covina,"1570 Selby Ave., St. Paul","645-5288, Mexican",Minneapolis/St. Paul,MN,,Restaurants & Cafes,,,,1995,2/17/2023 7:38am
3458,Ruby's Cafe,"1614 Harmon Pl., Mpls.","338-2089 7am-2pm, outside seating",Minneapolis/St. Paul,MN,"(*),(MW)",Restaurants & Cafes,,,,1995,2/18/2023 5:02am
3459,Susan's Coffeehouse & Deli,2399 University Ave.,"644-7906, 7am-7pm, 9am-5pm Sat, clsd Sun",Minneapolis/St. Paul,MN,,Restaurants & Cafes,,,,1995,2/18/2023 5:02am
3460,BodyQuest,245 N. Aldrich Ave. N.,"377-7222, 6am-midnight, 8am-10pm Fri-Sun",Minneapolis/St. Paul,MN,,Gyms & Health Clubs,,,,1995,2/18/2023 5:02am
3461,A Brother's Touch,"2327 Hennepin Ave., Mpls.","377-6279, 11am-9pm, til 5pm wknds, til 7pm Mon-Tues, lesbigay books",Minneapolis/St. Paul,MN,,Bookstores/Retail Shops,,,,1995,2/18/2023 5:02am
3462,Borders Bookshop,3001 Hennepin S. (Calhoun Square),"825-0336, 10am-10pm, noon-6pm Sun",Minneapolis/St. Paul,MN,,Bookstores/Retail Shops,,,,1995,2/18/2023 5:02am
3463,Magus Books,1316 SE 4th St.,"379-7669, noon-8pm, til 5pm wknds, alternative spirituality books & supplies; also mail order",Minneapolis/St. Paul,MN,,Bookstores/Retail Shops,,,,1995,2/18/2023 5:03am
3464,Carlson Travel Network,"1432 S. Lake St., Forest Lake",464-2920/ (800)832-0304,Minneapolis/St. Paul,MN,(IGTA),Travel/Tour Operators,,,,1995,2/18/2023 5:03am
3465,"Partners in Travel, Ltd.","825 On The Mall, Mpls.",338-0004/ (800)333-3177,Minneapolis/St. Paul,MN,(IGTA),Travel/Tour Operators,,,,1995,2/18/2023 5:03am
3466,RSVP Travel Productions,"2800 University Ave. SE, Mpls.",379-4697,Minneapolis/St. Paul,MN,(IGTA),Travel/Tour Operators,,,,1995,2/18/2023 5:03am
3467,The Travel Company,"2800 University Ave. SE, Mpls.",379-9000,Minneapolis/St. Paul,MN,,Travel/Tour Operators,,,,1995,2/18/2023 5:03am
3468,Time Out Travel,1515 W. Lake St.,823-7244/ (800)373-7244,Minneapolis/St. Paul,MN,,Travel/Tour Operators,,,,1995,2/18/2023 5:03am
3469,TravelQuest,245 N. Aldrich Ave. N.,377-7700,Minneapolis/St. Paul,MN,(IGTA),Travel/Tour Operators,,,,1995,2/18/2023 5:03am
3470,Equal Time,310 E. 38th St. #207,823-3836,Minneapolis/St. Paul,MN,,Publications,,,,1995,2/18/2023 5:04am
3471,Gaze Magazine,2344 Nicollet Ave. Ste. 130,871-7472 bi-weekly,Minneapolis/St. Paul,MN,,Publications,,,,1995,2/18/2023 5:05am
3472,Outlooks,"PO Box 80637, 55408",377-8141 gay lifestyle magazine; also CareNet lesbigay referrals,Minneapolis/St. Paul,MN,,Publications,checked,,,1995,2/18/2023 5:06am
3473,Daak & Associates,2500 Portland Ave. S.,870-8000 massage avail.,Minneapolis/St. Paul,MN,(PC),Men's Clubs,,,,1995,2/18/2023 5:07am
3474,Broadway's,"901 Hennepin Ave., Mpls.","338-7303, 24hrs",Minneapolis/St. Paul,MN,,Erotica,,,,1995,2/18/2023 5:08am
3475,Fantasy House,"81 S. 10th St., Mpls.",333-6313,Minneapolis/St. Paul,MN,,Erotica,,,,1995,2/18/2023 5:08am
3476,Panorama Video,1201 E. Lake St.,721-5620,Minneapolis/St. Paul,MN,,Erotica,,,,1995,2/18/2023 5:10am
3477,Panorama Video,822 W. Lake St.,825-1979,Minneapolis/St. Paul,MN,,Erotica,,,,1995,2/18/2023 5:10am
3478,Panorama Video,2300 Hennepin Ave. S.,377-8883,Minneapolis/St. Paul,MN,,Erotica,,,,1995,2/18/2023 5:10am
3479,Sex World,241 2nd Ave. N.,672-0556,Minneapolis/St. Paul,MN,,Erotica,,,,1995,2/18/2023 5:10am
3480,E. Lake Calhoun Blvd.,at 33rd St.,(gay beach),Minneapolis/St. Paul,MN,Cruisy Area,Cruising Areas,checked,,,1995,2/18/2023 5:11am
3481,Concordia College Library,,(AYOR),Moorhead,MN,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1995,2/18/2023 5:12am
3482,Gay/Lesbian Community Service,"PO Box 454, 55903","281-3265, 5pm-7pm Mon & Wed",Rochester,MN,,Info Lines & Services,checked,,,1995,2/18/2023 5:12am
3483,Esteban's,11 4th St. SE,"281-3201 11am-10pm, Mexican, full bar",Rochester,MN,(WC),Restaurants & Cafes,,,,1995,2/18/2023 5:13am
3484,Eastwood Park,,(AYOR),Rochester,MN,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1995,2/18/2023 5:14am
3485,Soldiers Field Park,,(AYOR),Rochester,MN,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1995,2/18/2023 5:14am
3486,Windswept Inn,207 N. Mill St.,864-2545 motel,Rushford,MN,(GF),Accommodations,,,,1995,2/18/2023 5:15am
3487,Park Row B&B,525 Park Row,931-2495 full brkfst,St. Peter,MN,(GF),Accommodations,,,,1995,2/18/2023 5:16am
3488,Star Harbor Resort,,"834-3796 log cabins on Lake Superior, N. shore",Two Harbors,MN,(GF),Accommodations,checked,,,1995,2/18/2023 5:17am
3489,District 31 Victoria's,,"(reservations required) 995-2000 dinner, Sun brunch, cont'l",Wolverton,MN,(BW),Restaurants & Cafes,checked,,,1995,2/18/2023 5:18am
3490,Community Real Estate Referrals,,(800)346-5592 gay realtor at your service,Biloxi,MS,,Info Lines & Services,checked,,,1995,2/18/2023 5:19am
3491,Gay/Lesbian Community Center,308 Caillauet St.,"435-2398, 9am-9pm",Biloxi,MS,,Info Lines & Services,,,,1995,2/18/2023 5:20am
3492,Joey's,1708 Beach Blvd./Hwy. 90,"435-5639 9pm-2am, til 5am Fri-Sat, clsd Mon",Biloxi,MS,"(MW),D,(E)",Bars,,,,1995,2/18/2023 5:21am
3493,"Adult Bookstore, The",1620 Pass Rd.,435-2802 clsd Sun,Biloxi,MS,,Erotica,,,,1995,2/18/2023 5:22am
3494,Satellite News,1632 Pass Rd.,432-8229 clsd Sun,Biloxi,MS,,Erotica,,,,1995,2/18/2023 5:22am
3495,Beach Hwy.,btwn. Biloxi & Gulfport,(AYOR),Biloxi,MS,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1995,2/18/2023 5:24am
3496,Gulf Coast Beach,btwn. Holiday Inn & Coliseum,(AYOR),Biloxi,MS,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1995,2/18/2023 5:25am
3497,By-Pass btwn. I-55 & US Hwy. 51,(S. Frontage Rd. of US Hwy. 84),(AYOR),Biloxi,MS,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1995,2/18/2023 5:26am
3498,Community Real Estate Referrals,,(800)346-5592 gay realtor at your service,Gulfport,MS,,Info Lines & Services,checked,,,1995,2/18/2023 5:27am
3499,Mongoose,1872 28th St.,"868-1212 6pm-1am, patio",Gulfport,MS,"(W),(NH)",Bars,,,,1995,2/18/2023 5:28am
3500,"Courtyard, The",107 E. Front St.,"545-2714 11am-2pm, 8pm-2am Wed-Sat, patio",Hattiesburg,MS,"(MW),D,(F),(E)",Bars,,,,1995,2/18/2023 5:29am
3501,Somerset Cottage,,252-4513,Holly Springs,MS,(GF),Accommodations,checked,,,1995,2/18/2023 5:30am
3502,Community Services Action Line,"PO Box 7737, 39284",373-8610 switchboard for many organizations; monthly publication,Jackson,MS,,Info Lines & Services,checked,,,1995,2/18/2023 5:31am
3503,Lambda AA,4872 N. State St.,"(Unitarian Church) 6:30pm Mon & Wed, 8pm Sat",Jackson,MS,,Info Lines & Services,,,,1995,2/18/2023 5:32am
3504,Prime Timers,"1521 W. Highland Dr. #H-4, 39204","355-0893, social group for gay men over 35",Jackson,MS,,Info Lines & Services,,,,1995,2/18/2023 5:33am
3505,Club Colours,200 N. Mill St.,"353-2041 10pm-? Wed, Fri-Sun",Jackson,MS,"(MW),D,(MRC-AF),(S),(BW),(BYOB)",Bars,,,,1995,2/18/2023 5:34am
3506,Jack's Construction Site (JC's),425 N. Mart Plaza,"362-3108 5pm-?, from 2pm Sun",Jackson,MS,"(MW),(NH),(BYOB),(PC)",Bars,,,,1995,2/18/2023 5:35am
3507,Jack (& Jill's) Saloon,208 W. Capitol,352-0022 9pm-? Fri-Sat,Jackson,MS,"(MW),D,(BYOB)",Bars,,,,1995,2/18/2023 5:36am
3508,Jaded,2460 Terry (Jackson Sq. Shopping Ctr.),"371-0478 5pm-2am, DJ Wed, Fri-Sun",Jackson,MS,"(MW),D,(WC)",Bars,,,,1995,2/18/2023 5:37am
3509,Mississippi Voice,"PO Box 7737, 39284","call Action Line for info, monthly",Jackson,MS,,Publications,checked,,,1995,2/18/2023 5:38am
3510,Terry Road Books,1449 Terry Rd.,353-9156,Jackson,MS,,Erotica,,,,1995,2/18/2023 5:38am
3511,Crossroads,,"655-8415 9pm-? Fri-Sat, call for directions, cabins avail. in '95",Meridian,MS,"(MW),D,(F),(S),(V),(WC)",Bars,checked,,,1995,2/18/2023 5:39am
3512,Olie Mae's,(at Crossroads),655-8415 6pm-1am,Meridian,MS,"(GF),(WC)",Bars,checked,,,1995,2/18/2023 5:40am
3513,Sardis Lake Beach,,(AYOR),Oxford,MS,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1995,2/18/2023 5:40am
3514,"""The Grove""",,(AYOR),Oxford,MS,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1995,2/18/2023 5:41am
3515,Beach Park,,(AYOR),Pascagoula,MS,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1995,2/18/2023 5:42am
3516,Hill City News & Novelty,1214 Washington St.,638-4435,Vicksburg,MS,,Erotica,,,,1995,2/18/2023 5:42am
3517,Independence Place,5 S. Henderson St.,"334-2939 9pm-1am, from 7pm Fri-Sat, clsd Sun",Cape Girardeau,MO,"(MW),D,(S)",Bars,,,,1995,2/18/2023 5:44am
3518,Gay/Lesbian Helpline,,"449-4477, 7pm-11pm Wed, Fri-Sun",Columbia,MO,,Info Lines & Services,checked,,,1995,2/18/2023 5:45am
3519,Gay Men's Radio,KOPN 89.5-FM,"874-5676, 6:30pm every other Mon; also This Way Out 6pm Mon",Columbia,MO,,Info Lines & Services,checked,,,1995,2/18/2023 5:46am
3520,Triangle Coalition,"A022 Brady Commons, UMC","882-4427, 8am-5pm",Columbia,MO,,Info Lines & Services,checked,,,1995,2/18/2023 5:47am
3521,Contacts,514 E. Broadway,"443-0281 5pm-1am, from 8pm Sat, clsd Sun",Columbia,MO,"(MW),(NH),D,(E)",Bars,,,,1995,2/18/2023 5:47am
3522,Mixed Company: A Coffee House,1025 E. Walnut,"449-1141 3pm-midnight, vegetarian",Columbia,MO,"(GF),(WC)",Restaurants & Cafes,,,,1995,2/18/2023 5:48am
3523,"Bosom of Ishtar Bookstore, The",1027 E. Walnut,443-4340,Columbia,MO,,Bookstores/Retail Shops,,,,1995,2/18/2023 5:49am
3524,Eclectics,1122-A Wilkes Blvd.,443-0873,Columbia,MO,,Erotica,,,,1995,2/18/2023 5:50am
3525,Midwest Adult Book Store,101 E. Walnut St.,442-6622,Columbia,MO,,Erotica,,,,1995,2/18/2023 5:50am
3526,Cosmopolitan Park,,(AYOR),Columbia,MO,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1995,2/18/2023 5:51am
3527,"Intersection, The",716 Main,"781-9776 6pm-1:30am, clsd Sun-Tues",Joplin,MO,"D,(YC)",Bars,,,,1995,2/18/2023 5:52am
3528,Partners,720 Main St.,"781-6453 3pm-1am, clsd Sun",Joplin,MO,"(MW),(NH),(CW),(WC)",Bars,,,,1995,2/18/2023 5:54am
3529,Partners Dance Bar,720 Main St.,623-9313 7pm-1am Wed-Sat,Joplin,MO,"(MW),D,(A)",Bars,,,,1995,2/18/2023 5:54am
3530,McClellan Park,,(AYOR),Joplin,MO,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,1995,2/18/2023 5:55am
3531,Community Real Estate Referrals,,(800)346-5592 gay realtor at your service,Kansas City,MO,,Info Lines & Services,checked,,,1995,2/18/2023 5:56am
3532,Gay Talk Crisis Line,,"931-4470, 6pm-midnight",Kansas City,MO,,Info Lines & Services,checked,,,1995,2/18/2023 5:56am
3533,Live & Let Live AA,4243 Walnut St.,531-9668,Kansas City,MO,,Info Lines & Services,,,,1995,2/18/2023 5:57am
3534,Doanleigh Wallagh Inn,217 E. 37th St.,753-2667 full brkfst,Kansas City,MO,(GF),Accommodations,,,,1995,2/18/2023 5:58am
3535,Buddies,3715 Main St.,561-2600 noon-3am,Kansas City,MO,"(MW),(NH)",Bars,,,,1995,2/18/2023 5:58am
3536,Cabaret,5024 Main St.,753-6504 3pm-3am,Kansas City,MO,"(*),D,(F),(YC)",Bars,,,,1995,2/18/2023 5:59am
3537,Dixie Bell Saloon,1922 Main St.,471-2424 11am-3am,Kansas City,MO,"(*),D,(WC)",Bars,,,,1995,2/18/2023 6:00am
3538,Loading Dock,1922 Main St.,patio bar Th-Sun,Kansas City,MO,(WC),Bars,,,,1995,2/18/2023 6:03am
3539,Buckle Under,1922 Main St.,cruise bar,Kansas City,MO,,"Bars,Cruising Areas",,,,1995,2/18/2023 6:04am
